"Time","pH2A","pH2A_SGO1","pH2A_SGO1_CPCa"
0,0,0,0
1,13.1793593191726,33.7400997793949,1.66385000206002
2,20.1879546736823,26.7622351472401,1.73595987720189
3,24.7384681307324,22.2173865760745,1.73120861571738
4,27.9683298552564,19.0398142507229,1.6889525909333
5,30.3886838610704,16.7026441570386,1.6276594825045
6,32.2621329949984,14.9275344095032,1.55830483950752
7,33.7436860064121,13.5488316989985,1.48744144703332
8,34.9334092046693,12.4599411537963,1.41886819324243
9,35.8999238659739,11.5885519170319,1.35463561522643
10,36.6923381639249,10.8837033158841,1.29570350401168
11,37.3469129567517,10.3084260335223,1.24236784346357
12,37.8910628778913,9.83528335612326,1.19453490595883
13,38.3459073005817,9.44352539794311,1.15189496742691
14,38.7279492765454,9.11722263653,1.1140315803261
15,39.0502432903612,8.843982577028,1.08048802836116
16,39.3232164959989,8.6140584314737,1.05080702963868
17,39.5552679532928,8.41970959305663,1.02455298813175
18,39.7532104042039,8.25473811777514,1.00132349453281
19,39.9226038958587,8.11414504630917,0.98075410206617
20,40.0680100089433,7.99387309453357,0.962519157012788
21,40.1931888253366,7.89061073690175,0.946330336845603
22,40.3012552927606,7.80163957708853,0.931933713069677
23,40.3947962364992,7.72472109131639,0.919106970312718
24,40.4759700611722,7.65800224164093,0.907655741343206
25,40.5465830982823,7.59994379721523,0.897410436582398
26,40.6081518882732,7.54926261291922,0.888223199189297
27,40.6619534658048,7.50488551039578,0.879965151799809
28,40.7090663642294,7.46591203962566,0.872523927101301
29,40.7504039382869,7.43158447151425,0.865801506054421
30,40.7867418573295,7.40126324879562,0.85971230752247
31,40.8187406092929,7.37440703510995,0.854181537542626
32,40.8469640800359,7.35055635573858,0.849143758403852
33,40.8718949418874,7.32932013797272,0.844541648808954
34,40.8939474264872,7.31036460651081,0.840324934037646
35,40.9134779188619,7.29340412607923,0.83644946650084
36,40.930793816577,7.2781935887744,0.832876429561718
37,40.9461609324984,7.26452208758166,0.829571651287042
38,40.9598096672328,7.25220766968563,0.826505015119826
39,40.9719402248757,7.24109292812968,0.823649946713183
40,40.9827269838877,7.23104132738736,0.820982972000578
41,40.9923221775711,7.22193412571624,0.818483335190586
42,41.0008590174388,7.21366777881008,0.816132665352666
43,41.0084543265228,7.20615176220641,0.813914688526915
44,41.0152107787019,7.19930673061342,0.811814976265972
45,41.0212188049084,7.19306295947109,0.809820726627857
46,41.0265582116362,7.18735902984956,0.807920573396091
47,41.0312995712997,7.1821407051202,0.806104418465043
48,41.035505406213,7.17735998002901,0.804363285767927
49,41.0392312072813,7.17297426737567,0.802689192814209
50,41.0425263106176,7.16894570220894,0.801075037763784
