"Time","BUB1a","pKNL1","pKNL1_bub1a","BUB1a_pknl1"
0,4.03224582044891,0,0,0
1,2.59820232075321,18.1517741238462,177.33489362409,133.674729175639
2,2.58417633902667,11.8707810766889,183.89173549134,116.444956356038
3,2.58337591014177,11.8648506936116,183.904063882966,111.304412148752
4,2.58315825065528,11.8657942271508,183.905173208002,110.952044872788
5,2.58318554514931,11.8657189539469,183.906004387518,112.190852999669
6,2.58331904618223,11.8651693179869,183.906868560093,113.946734822439
7,2.58349404528618,11.8644248648844,183.907764391552,115.809225371156
8,2.58367948166542,11.8636251905466,183.908648306953,117.616096917787
9,2.58386063834279,11.8628383933201,183.909487181172,119.30722898539
10,2.58403100046038,11.8620955466628,183.910263771435,120.86631822281
11,2.58418820652301,11.8614085612394,183.9109724054,122.295782034053
12,2.58433196413777,11.8607796175441,183.911614242592,123.605482142821
13,2.58446296351646,11.8602061944207,183.912193914427,124.807592761457
14,2.58458230417663,11.8596837392144,183.912717473128,125.914296599095
15,2.58469119974899,11.8592070552543,183.913191254838,126.936833768056
16,2.58479083777964,11.8587710035168,183.913621293061,127.885178170256
17,2.58488230801785,11.858370822811,183.914013061495,128.768009658008
18,2.58496658260272,11.8580022547786,183.914371389186,129.592809770614
19,2.58504451079029,11.8576615643224,183.914700468874,130.366003002536
20,2.58511682976596,11.8573455110545,183.915003907435,131.093103968536
21,2.58518417426613,11.8570512986942,183.915284793804,131.778854565591
22,2.58524709159638,11.8567765182251,183.915545769737,132.427348039668
23,2.58530605240784,11.8565190965217,183.91578909224,133.042125983229
24,2.58536146296735,11.8562772434904,183.916016695676,133.626270086863
25,2.5854136753208,11.8560494110847,183.916230240151,134.182472775333
26,2.58546299469366,11.8558342545554,183.916431156357,134.713097278035
27,2.58550968769606,11.8556306019729,183.916620681031,135.220227201271
28,2.58555398722717,11.8554374277319,183.916799887538,135.705707783436
29,2.58559609861013,11.855253830312,183.916969711465,136.171179916526
30,2.5856362029432,11.8550790144481,183.917130971195,136.618108805861
31,2.58567446010017,11.8549122753049,183.917284385985,137.047807744836
32,2.58571101345876,11.8547529856824,183.917430590608,137.461458112884
33,2.58574599011243,11.8546005859219,183.917570146952,137.860126282427
34,2.58577950443935,11.8544545742025,183.917703554946,138.244777939756
35,2.5858116591813,11.8543144992663,183.917831260845,138.616290223506
36,2.5858425478399,11.8541799543263,183.917953664119,138.975462157111
37,2.58587225329945,11.8540505708608,183.918071124322,139.323023587958
38,2.58590085269108,11.8539260146443,183.918183965576,139.659642847205
39,2.58592841486934,11.8538059812791,183.918292481466,139.985933448004
40,2.58595500346908,11.8536901931968,183.918396938362,140.302459871174
41,2.58598067646813,11.8535783964015,183.91849757894,140.609742587752
42,2.58600548687228,11.8534703580253,183.918594624822,140.90826250274
43,2.5860294836665,11.8533658641014,183.918688278962,141.198464816799
44,2.58605271189075,11.8532647175527,183.918778727766,141.480762448306
45,2.58607521310331,11.8531667366143,183.918866142755,141.755539053783
46,2.58609702546153,11.8530717531806,183.918950682272,142.023151694187
47,2.5861181850053,11.8529796115548,183.919032492775,142.283933227237
48,2.58613872420945,11.8528901674002,183.919111709901,142.538194413624
49,2.58615867423087,11.8528032865407,183.919188459674,142.786225814094
50,2.58617806343302,11.8527188440839,183.919262859386,143.028299486577
