"Time","HASPINa","HASPINi","PLK1a","PLK1i"
0,0,0,1.61424829106717,14.5282346196045
1,0,0,8.63366545239561,7.50881745827755
2,0,0,12.2692984973018,3.87318441336795
3,0,0,13.81995649756,2.32252641311111
4,0,0,14.402994756198,1.73948815447428
5,0,0,14.6083954471126,1.53408746356224
6,0,0,14.6774221632852,1.4650607473864
7,0,0,14.6985816304575,1.44390128021213
8,0,0,14.7031014199207,1.43938149075285
9,0,0,14.7018729144097,1.44060999625834
10,0,0,14.6986879904179,1.44379492025434
11,0,0,14.6948678254242,1.44761508524057
12,0,0,14.6908720724725,1.45161083820026
13,0,0,14.6868587806563,1.45562413001736
14,0,0,14.6828799114142,1.45960299925335
15,0,0,14.6789500503515,1.46353286032412
16,0,0,14.6750707226398,1.46741218803922
17,0,0,14.6712390842394,1.47124382643826
18,0,0,14.6674510582347,1.47503185242772
19,0,0,14.6637024692304,1.47878044144081
20,0,0,14.6599894420492,1.4824934686278
21,0,0,14.6563085235988,1.48617438708002
22,0,0,14.6526566917555,1.48982621892235
23,0,0,14.649031336917,1.49345157375416
24,0,0,14.6454302150715,1.49705269560774
25,0,0,14.6418514042268,1.50063150644418
26,0,0,14.6382932611415,1.50418964952474
27,0,0,14.6347543816788,1.50772852899204
28,0,0,14.6312335654622,1.51124934520777
29,0,0,14.6277297851905,1.51475312548078
30,0,0,14.6242421600224,1.51824075064037
31,0,0,14.620769932827,1.52171297784727
32,0,0,14.6173124510899,1.52517045958228
33,0,0,14.6138691504976,1.52861376017061
34,0,0,14.6104395412704,1.53204336939833
35,0,0,14.6070231966942,1.53545971398347
36,0,0,14.6036197433513,1.53886316732267
37,0,0,14.6002288531182,1.54225405755732
38,0,0,14.5968502362746,1.545632674394
39,0,0,14.5934836358492,1.54899927482445
40,0,0,14.5901288227738,1.55235408789639
41,0,0,14.5867855919113,1.55569731875806
42,0,0,14.5834537585977,1.55902915206811
43,0,0,14.5801331558509,1.56234975482283
44,0,0,14.5768236318689,1.5656592788033
45,0,0,14.5735250480673,1.56895786260635
46,0,0,14.570237277301,1.57224563337238
47,0,0,14.566960202364,1.57552270830536
48,0,0,14.5636937148163,1.57878919585607
49,0,0,14.5604377137952,1.58204519687623
50,0,0,14.5571921052012,1.5852908054744
