"Time","SGO1","pH2A_SGO1","pH2A_SGO1_CPCi","pH2A_SGO1_CPCa","SGO1_CPCi","SGO1_CPCa"
0,7.06702815181287,0,0,0,0,0
1,0.168021922428956,19.8555362829268,0.662169657217708,0.984805904816608,0.00557024722945908,0.00828930300720092
2,0.0591543173347115,18.4215118608473,0.81241382424527,1.19860580938424,0.00261323210564558,0.00385815010456991
3,0.0428950833587802,16.8575054207522,0.892042716443,1.30630159073087,0.00229271222382262,0.00335884419027208
4,0.0353884131038777,15.468930687735,0.929123733522272,1.35111916085251,0.00216327908485267,0.0031451678081173
5,0.0309889295778622,14.2774545966009,0.939993338995428,1.35788425464889,0.00208895175915581,0.00301434034992608
6,0.0280927375357516,13.2655208888349,0.935289632055449,1.3424755870099,0.00203658967864343,0.00291698229522979
7,0.0260497352837716,12.4076016749143,0.921807900800367,1.31487345343359,0.0019950977274189,0.00283654217366811
8,0.0245409215974844,11.6792082469709,0.903795211579787,1.28122616523844,0.00196009055850082,0.00276644346592876
9,0.0233896127115898,11.0591715742522,0.883845258480828,1.24523738549982,0.00192957568002679,0.00270366802870486
10,0.0224893212294864,10.52978624704,0.863514347955378,1.20909746463741,0.0019025327896288,0.00264664613450383
11,0.0217717381923137,10.0763936275345,0.843714274978386,1.17406737319307,0.00187837855736785,0.00259446124207385
12,0.0211909059333463,9.68687927246841,0.824957016005037,1.14083753560268,0.00185674207950056,0.00254651595585708
13,0.020714716515754,9.35121118830814,0.807506859012064,1.1097484073161,0.00183736276819575,0.00250237984163087
14,0.0203200607756803,9.06106265685255,0.791475427472283,1.08092696448527,0.00182004103570082,0.00246171577549359
15,0.0199898902302386,8.80949815733163,0.776881270745579,1.05437155672591,0.00180461288771463,0.00242424197143299
16,0.0197113721718695,8.59072411492823,0.763687497529406,1.03000511284597,0.00179093640631716,0.00238971180064084
17,0.0194746804824113,8.39988614875818,0.751825556028442,1.00770852436565,0.00177888425060946,0.00235790265560133
18,0.0192721835499592,8.23290627714333,0.741210263574705,0.987341606681813,0.00176833942008988,0.00232860962897311
19,0.0190978799320712,8.08635014795445,0.731749248648944,0.96875617005035,0.00175919283065983,0.00230164197438539
20,0.0189469998910355,7.95731908202448,0.723348823811687,0.951804079537652,0.00175134194285621,0.00227682106228828
21,0.0188157168802,7.84336138072518,0.715917561288227,0.936342102650128,0.00174468999127092,0.00225397921876461
22,0.0187009328349691,7.74239738782325,0.709368238122575,0.92223446892503,0.00173914539220042,0.00223295878798976
23,0.0186001238178344,7.65266231817151,0.703619155272184,0.909354604590383,0.00173462171885554,0.00221361203954673
24,0.0185112173006674,7.57265381746989,0.698594499103791,0.897585493069295,0.00173103739021466,0.00219580059598186
25,0.0184325010698303,7.50109094712352,0.694224497989128,0.886819782535751,0.00172831559350814,0.00217939519811679
26,0.0183625519294863,7.43687938626226,0.69044529907227,0.876959503986736,0.00172638417436408,0.00216427540879269
27,0.0183001803898291,7.37908245284047,0.687198709321672,0.867915607588768,0.00172517554022465,0.00215032933079643
28,0.0182443873442048,7.32689676895658,0.684431853012608,0.859607388185656,0.00172462652965412,0.00213745325371356
29,0.0181943289879714,7.27963197431958,0.682096800196807,0.851961877569822,0.00172467827592792,0.00212555131335168
30,0.0181492894626595,7.23669355893131,0.680150174325794,0.844913212560073,0.00172527605233464,0.00211453511575236
31,0.0181086585743081,7.19756850457557,0.678552770929753,0.838402025340283,0.00172636909333125,0.00210432331821617
32,0.0180719141312811,7.16181318705554,0.677269191277811,0.832374860473644,0.00172791042399801,0.00209484126481369
33,0.0180386068026417,7.12904315591205,0.676267495133761,0.826783624001637,0.00172985665038775,0.00208602052103559
34,0.0180083493412057,7.09892450473197,0.675518877395477,0.821585071618987,0.00173216778675818,0.00207779852573577
35,0.0179808056358734,7.07116659480467,0.674997371364428,0.816740339422228,0.00173480703527242,0.00207011814606107
36,0.0179556837379819,7.04551587352104,0.674679574674757,0.812214511217423,0.00173774060423535,0.00206292731176654
37,0.0179327284059672,7.02175063545696,0.674544399333222,0.807976224309923,0.00174093749647416,0.00205617860536478
38,0.017911716421283,6.99967659448887,0.674572846330669,0.803997314309411,0.00174436934016471,0.00204982894627777
39,0.0178924513668543,6.9791230926211,0.674747798766606,0.800252489682377,0.00174801018845511,0.00204383921460581
40,0.0178747601750877,6.95993988507119,0.675053835835484,0.796719039573022,0.00175183634772389,0.00203817393071478
41,0.0178584898704065,6.94199440333952,0.675477065365884,0.793376571031144,0.00175582621636282,0.00203280096923061
42,0.0178435046445082,6.92516940353852,0.676004971290603,0.790206770335718,0.00175996011085989,0.00202769124529489
43,0.0178296839430281,6.90936096697986,0.676626277437918,0.787193190182188,0.00176422013386221,0.00202281848379619
44,0.0178169200802088,6.89447677932257,0.677330824096153,0.784321057324285,0.0017685900120145,0.00201815893694355
45,0.0178051170376764,6.88043465531268,0.678109457087172,0.781577100209412,0.00177305498021687,0.00201369118410536
46,0.0177941886929012,6.86716127190692,0.678953928164337,0.778949394567821,0.00177760164889792,0.00200939591039588
47,0.0177840577436389,6.85459107226129,0.679856804846833,0.776427224171914,0.00178221788928477,0.00200525570783528
48,0.0177746548151774,6.84266532339368,0.68081138985613,0.774000956739046,0.00178689273444098,0.00200125492132789
49,0.0177659171781614,6.831331300628,0.681811648373424,0.771661932362166,0.00179161626569656,0.00199737944930375
50,0.0177577883663684,6.82054157874695,0.682852142562567,0.769402363394569,0.00179637953404879,0.00199361662689041
