"Time","pH2A_SGO1_CPCi"
0,0
1,1.11755875084655
2,1.17430888421654
3,1.17968620126481
4,1.15954844684866
5,1.12606657279975
6,1.08654547392628
7,1.04540096277472
8,1.00523679980465
9,0.967496737556795
10,0.932894380462555
11,0.901694031030725
12,0.873892006541758
13,0.849332285091928
14,0.827779787927227
15,0.80896545657434
16,0.792613594728094
17,0.778457592787591
18,0.766248426473112
19,0.755758591841103
20,0.746783314174303
21,0.739140136019953
22,0.73266743448459
23,0.727222955589745
24,0.722681701397049
25,0.718934081582585
26,0.715884101533002
27,0.713447704006146
28,0.711551266777816
29,0.710130277969645
30,0.709128157053724
31,0.70849523082913
32,0.708187841451561
33,0.708167570053734
34,0.708400564246579
35,0.70885695810435
36,0.709510368139007
37,0.710337457390939
38,0.711317560065135
39,0.71243235356209
40,0.713665575143595
41,0.715002776385586
42,0.716431108065221
43,0.717939133906647
44,0.719516667332468
45,0.721154628766534
46,0.722844920940521
47,0.724580318854951
48,0.726354373592585
49,0.728161327295065
50,0.729996038151766
