"Time","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi","Sum_Inactive"
0,2.36900516934652,0,0,0,0,2.36900516934652
1,0.00714821429075994,0.662169657217708,1.28116731456403,0.150634660535679,0.00557024722945908,2.10669009383764
2,0.00661876265054989,0.81241382424527,0.938827226132327,0.535604573689801,0.00261323210564558,2.29607761882359
3,0.00615253829497157,0.892042716443,0.63609970456553,0.974799170800966,0.00229271222382262,2.51138684232829
4,0.00577380843516766,0.929123733522272,0.432514129282268,1.36086935920386,0.00216327908485267,2.73044430952842
5,0.00547992339888936,0.939993338995428,0.30865994343516,1.67231333695304,0.00208895175915581,2.92853549454168
6,0.00525908180289416,0.935289632055449,0.233664466774696,1.92034372618429,0.00203658967864343,3.09659349649597
7,0.00509755436241081,0.921807900800367,0.187281672915063,2.11899040289996,0.0019950977274189,3.23517262870522
8,0.00498081931149368,0.903795211579787,0.157771947807293,2.27990437801544,0.00196009055850082,3.34841244727251
9,0.00489702944409635,0.883845258480828,0.138407453331984,2.41199604110632,0.00192957568002679,3.44107535804326
10,0.00483748597554625,0.863514347955378,0.12529520133414,2.52195749166973,0.0019025327896288,3.51750705972443
11,0.00479594614640136,0.843714274978386,0.116143899930251,2.61481388423744,0.00187837855736785,3.58134638384985
12,0.00476793404082798,0.824957016005037,0.109576283729635,2.69435810818776,0.00185674207950056,3.63551608404276
13,0.00475021272026468,0.807506859012064,0.104744317308855,2.76347339142404,0.00183736276819575,3.68231214323342
14,0.00474041222556913,0.791475427472283,0.101112337549405,2.82436574812859,0.00182004103570082,3.72351396641155
15,0.0047367715659637,0.776881270745579,0.0983326856370977,2.87873422388551,0.00180461288771463,3.76048956472186
16,0.00473796311327846,0.763687497529406,0.096173534754531,2.92789449832118,0.00179093640631716,3.79428443012471
17,0.00474297173796806,0.751825556028442,0.0944761117978354,2.97287041759624,0.00177888425060946,3.8256939414111
18,0.00475101140813859,0.741210263574705,0.0931289065791568,3.01446193359604,0.00176833942008988,3.85532045457813
19,0.00476146657248423,0.731749248648944,0.0920517464090283,3.05329632800365,0.00175919283065983,3.88361798246477
20,0.00477385051429936,0.723348823811687,0.0911857586069189,3.08986701936547,0.00175134194285621,3.91092679424123
21,0.00478777514390752,0.715917561288227,0.0904868857622174,3.12456328663077,0.00174468999127092,3.93750019881639
22,0.00480292860658313,0.709368238122575,0.0899215927883515,3.15769334032235,0.00173914539220042,3.96352524523206
23,0.00481905916514393,0.703619155272184,0.0894640061240297,3.18950160875116,0.00173462171885554,3.98913845103137
24,0.00483596229053151,0.698594499103791,0.0890938938030482,3.22018276434627,0.00173103739021466,4.01443815693385
25,0.00485347121617049,0.694224497989128,0.0887952674776199,3.24989233584291,0.00172831559350814,4.03949388811934
26,0.00487144944517034,0.69044529907227,0.0885553719238599,3.27875506912397,0.00172638417436408,4.06435357373964
27,0.0048897849331755,0.687198709321672,0.0883639476537089,3.30687145769512,0.00172517554022465,4.0890490751439
28,0.00490838547563872,0.684431853012608,0.0882126826555127,3.33432286790924,0.00172462652965412,4.11360041558265
29,0.00492717505481467,0.682096800196807,0.0880948006385495,3.36117554801043,0.00172467827592792,4.13801900217653
30,0.00494609089850915,0.680150174325794,0.0880047457152095,3.38748378837223,0.00172527605233464,4.16231007536408
31,0.00496508111827795,0.678552770929753,0.0879379400047821,3.41329239720864,0.00172636909333125,4.18647455835478
32,0.00498410279960801,0.677269191277811,0.0878905946462038,3.43863864773349,0.00172791042399801,4.21051044688111
33,0.00500312044605038,0.676267495133761,0.0878595610934289,3.46355381260237,0.00172985665038775,4.234413845926
34,0.00502210472321613,0.675518877395477,0.0878422133250845,3.48806437124888,0.00173216778675818,4.25817973447941
35,0.00504103139248243,0.674997371364428,0.0878363539604246,3.51219296026654,0.00173480703527242,4.28180252401915
36,0.00505988048773007,0.674679574674757,0.0878401387016706,3.5359591245692,0.00173774060423535,4.3052764590376
37,0.00507863558647398,0.674544399333222,0.0878520153451216,3.55937991023437,0.00174093749647416,4.32859589799567
38,0.00509728325197055,0.674572846330669,0.0878706743463368,3.58247033213596,0.00174436934016471,4.3517555054051
39,0.00511581252827796,0.674747798766606,0.0878950083220106,3.60524374572929,0.00174801018845511,4.37475037553464
40,0.00513421455734185,0.675053835835484,0.0879240789417128,3.62771214155398,0.00175183634772389,4.39757610723624
41,0.00515248223599282,0.675477065365884,0.0879570896983755,3.64988637875475,0.00175582621636282,4.42022884227137
42,0.00517060993622253,0.676004971290603,0.0879933633389249,3.67177637237874,0.00175996011085989,4.44270527705535
43,0.00518859328024218,0.676626277437918,0.0880323232099117,3.69339124230245,0.00176422013386221,4.46500265636438
44,0.00520642894375155,0.677330824096153,0.0880734777076118,3.71473943313979,0.0017685900120145,4.48711875389932
45,0.00522411447087017,0.678109457087172,0.0881164073057752,3.73582881096807,0.00177305498021687,4.5090518448121
46,0.00524164816755986,0.678953928164337,0.0881607537072781,3.75666674123661,0.00177760164889792,4.53080067292468
47,0.00525902896800968,0.679856804846833,0.0882062107118701,3.7772601526751,0.00178221788928477,4.5523644150911
48,0.00527625632943598,0.68081138985613,0.0882525165577685,3.79761558927037,0.00178689273444098,4.57374264474814
49,0.00529333016047852,0.681811648373424,0.0882994474412124,3.81773925315136,0.00179161626569656,4.59493529539217
50,0.00531025074628049,0.682852142562567,0.0883468120365393,3.83763704029445,0.00179637953404879,4.61594262517389
