"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","Sum_Active"
0,2.96125646168316,0,0,0,0,2.96125646168316
1,0.00872313995175225,1.66385000206002,1.73691717444133,1.7612535266119e-19,0.00698789125882785,3.41647820771193
2,0.00826409000494282,1.73595987720189,1.64047750970849,2.35090705762819e-14,0.00333704961651204,3.38803852653186
3,0.00786195969352887,1.73120861571738,1.56680451672784,8.00587170569264e-12,0.0029142528161565,3.30878934496292
4,0.00749664803881542,1.6889525909333,1.50641171862329,2.99256069222658e-10,0.00272729834638073,3.20558825624105
5,0.00716491344336047,1.6276594825045,1.45335096342477,3.68391938896147e-09,0.00260887727023329,3.09078424032679
6,0.00686787996101528,1.55830483950752,1.40524433127826,2.36403385804759e-08,0.0025180580515773,2.97293513243871
7,0.00660707838121348,1.48744144703332,1.36159682893238,9.96511074752411e-08,0.00244127402107147,2.85808672801909
8,0.00638148524853107,1.41886819324243,1.32254339871772,3.14507992394251e-07,0.00237331074574468,2.75016670246242
9,0.00618835217116589,1.35463561522643,1.28820012935183,8.05380191416652e-07,0.00231189971968867,2.6513368018493
10,0.00602420664814962,1.29570350401168,1.25849550005994,1.76339400648595e-06,0.00225591794253715,2.56248089205631
11,0.00588538091497684,1.24236784346357,1.23317888753517,3.42159649533691e-06,0.00220471536430834,2.48364024887452
12,0.00576832223792304,1.19453490595883,1.21187750950649,6.03489498932071e-06,0.00215784460596618,2.4143446172042
13,0.00566975925866572,1.15189496742691,1.19415515223226,9.85683258785222e-06,0.00211494862219873,2.35384468437262
14,0.00558677932488553,1.1140315803261,1.17955866720449,1.51176109400859e-05,0.00207571420224787,2.30126785866867
15,0.00551684616614871,1.08048802836116,1.16764897385319,2.20060967088674e-05,0.00203985290125414,2.25571570737847
16,0.00545778651720893,1.05080702963868,1.15801967978978,3.06573861339524e-05,0.00200709408444932,2.21632224741625
17,0.00540775908051979,1.02455298813175,1.1503062379722,4.11461360210454e-05,0.0019771826345165,2.182285313955
18,0.00536521684934959,1.00132349453281,1.14418894438365,5.34850331919962e-05,0.00194987849568252,2.15288101929469
19,0.0053288678903041,0.98075410206617,1.13939201775642,6.76274663919798e-05,0.00192495677058905,2.12746757194987
20,0.00529763813050122,0.962519157012788,1.13568052853138,8.34732860997071e-05,0.00190220776951295,2.10548300473028
21,0.00527063743436321,0.946330336845603,1.13285623897533,0.000100876602181187,0.00188143688427753,2.08643952674176
22,0.00524712926617925,0.931933713069677,1.13075299555519,0.000119654384225335,0.00186246404658067,2.06991595632185
23,0.00522650583157181,0.919106970312718,1.12923250761669,0.000139595977991929,0.00184512353931425,2.05555070327829
24,0.00520826550344865,0.907655741343206,1.12818009011953,0.000160471791737409,0.0018292631282259,2.04303383188615
25,0.00519199459919011,0.897410436582398,1.12750101685881,0.000182041665187328,0.00181474337579543,2.03210023308138
26,0.0051773519406886,0.888223199189297,1.12711728405313,0.000204062280396422,0.00180143683313042,2.02252333429664
27,0.00516405608056147,0.879965151799809,1.12696482942148,0.000226293574124061,0.00178922723800974,2.01410955811399
28,0.00515187472787045,0.872523927101301,1.12699116051914,0.000248504059154479,0.00177800874420864,2.00669347515167
29,0.00514061605870532,0.865801506054421,1.12715336275832,0.000270475125740855,0.00176768508905994,2.00013364508624
30,0.00513012150866751,0.85971230752247,1.12741642360612,0.000292004299455449,0.00175816886239926,1.99430902579912
31,0.0051202599142843,0.854181537542626,1.12775184209958,0.000312907607724003,0.00174938076069092,1.98911592792491
32,0.0051109226464543,0.849143758403852,1.12813647513805,0.000333021131324521,0.00174124893998941,1.98446542625967
33,0.00510201967861609,0.844541648808954,1.12855158235691,0.000352201838925918,0.00173370833862299,1.98028116102203
34,0.00509347632521355,0.840324934037646,1.12898203875339,0.000370327823556473,0.00172670011972485,1.97649747705953
35,0.00508523055690192,0.83644946650084,1.12941568700501,0.000387298051682391,0.00172017109002175,1.97305785320446
36,0.00507723083520182,0.832876429561718,1.12984280376461,0.000403031705564869,0.0017140732032806,1.96991356907037
37,0.00506943429941464,0.829571651287042,1.13025566148788,0.000417467218600215,0.00170836308860859,1.96702257738154
38,0.00506180528814383,0.826505015119826,1.13064816895019,0.000430561084784818,0.00170300162471017,1.96434855206766
39,0.00505431411463726,0.823649946713183,1.13101557545586,0.000442286498666994,0.00169795353168398,1.96186007631403
40,0.00504693608663054,0.820982972000578,1.13135422811135,0.00045263189601645,0.00169318702000236,1.95952995511457
41,0.00503965065044355,0.818483335190586,1.13166137269399,0.000461599439446512,0.00168867346466522,1.95733463143913
42,0.00503244072666067,0.816132665352666,1.13193498980064,0.000469203490055252,0.00168438709131559,1.95525368646134
43,0.00502529212156447,0.813914688526915,1.13217366027182,0.000475469098457575,0.00168030470211286,1.95326941472087
44,0.00501819306701697,0.811814976265972,1.13237645447996,0.000480430541099849,0.00167640545621785,1.95136645981026
45,0.00501113384041407,0.809820726627857,1.13254284132856,0.000484129922061327,0.00167267059618898,1.94953150231508
46,0.00500410641668298,0.807920573396091,1.13267261315203,0.000486615852307157,0.00166908328072125,1.94775299209783
47,0.00499710420760699,0.806104418465043,1.13276582400005,0.000487942222166887,0.00166562838293214,1.94602091727779
48,0.00499012183346386,0.804363285767927,1.13282273867439,0.000488167065659437,0.00166229233771384,1.94432660567915
49,0.00498315492739329,0.802689192814209,1.13284379071571,0.000487351525938257,0.00165906295003417,1.94266255293328
50,0.00497619998449101,0.801075037763784,1.13282954771013,0.000485558920322749,0.00165592930609134,1.94102227368482
