"Time","HASPINa","HASPINi","PLK1a","PLK1i"
0,0,9.98119345228153,1.9370979492806,17.4338815435254
1,9.91925880534689,0.0619346469346537,10.3584046980936,9.01257479471524
2,9.93840867688473,0.04278477539681,14.7221862835161,4.64879320929168
3,9.94335185774685,0.0378415945346905,16.583684580152,2.78729491265414
4,9.94499966789945,0.0361937843820892,17.283788316995,2.08719117580972
5,9.94561037729192,0.0355830749896236,17.5306570544698,1.84032243833518
6,9.94586257176136,0.0353308805201845,17.6138699012426,1.75710959156569
7,9.94598147435883,0.0352119779227092,17.6396329910255,1.73134650178087
8,9.94604567276622,0.0351477795153226,17.6454049395848,1.72557455321986
9,9.94608409991922,0.0351093523623193,17.6442453950573,1.72673409773241
10,9.94610835171707,0.0350851005644709,17.6407006563737,1.73027883643615
11,9.94612371135784,0.035069740923697,17.6363563502932,1.73462314250131
12,9.94613299044988,0.0350604618316579,17.6317665645029,1.73921292830229
13,9.94613791412589,0.0350555381556483,17.6271244990837,1.74385499371667
14,9.94613965105375,0.0350538012277914,17.6224963485426,1.74848314425293
15,9.9461390391651,0.0350544131164411,17.6179033602384,1.75307613257236
16,9.9461366961044,0.0350567561771416,17.6133508156741,1.75762867712886
17,9.94613308262669,0.035060369654845,17.608838379137,1.76214111366773
18,9.94612854362172,0.0350649086598238,17.6043638433773,1.76661564942517
19,9.94612333699591,0.0350701152856279,17.5999245073012,1.7710549855057
20,9.94611765484973,0.0350757974318154,17.5955176868138,1.77546180599508
21,9.94611163940518,0.0350818128763618,17.5911409001324,1.77983859267448
22,9.94610539509905,0.0350880571824875,17.5867919194403,1.78418757336908
23,9.94609899771744,0.0350944545640994,17.5824687845372,1.78851070827002
24,9.94609250148933,0.0351009507922156,17.5781697822191,1.79280971058522
25,9.94608594444806,0.0351075078334792,17.573893423814,1.79708606899092
26,9.94607935254583,0.035114099735717,17.569638419287,1.80134107352159
27,9.94607274279186,0.03512070948968,17.5654036521076,1.80557584070025
28,9.94606612564438,0.0351273266371662,17.5611881557252,1.80979133708208
29,9.94605950682563,0.0351339454559123,17.5569910924681,1.81398840033912
30,9.94605288869603,0.0351405635855164,17.5528117350306,1.81816775777203
31,9.94604627128718,0.0351471809943606,17.5486494501859,1.82233004262062
32,9.94603965307439,0.0351537992071543,17.5445036850156,1.82647580778787
33,9.94603303154929,0.035160420732256,17.5403739548757,1.83060553793354
34,9.94602640363981,0.0351670486417259,17.5362598332939,1.83471965951093
35,9.94601976601403,0.0351736862675067,17.5321609434568,1.83881854934623
36,9.94601311529594,0.0351803369855982,17.528076950826,1.84290254197625
37,9.94600644821452,0.0351870040670231,17.5240075570651,1.8469719357421
38,9.94599976170387,0.035193690577673,17.5199524948156,1.85102699798606
39,9.94599305296552,0.0352003993160201,17.515911523334,1.855067969475
40,9.94598631950416,0.0352071327773814,17.5118844247448,1.85909506805715
41,9.9459795591436,0.0352138931379373,17.507871000975,1.86310849182935
42,9.94597277002858,0.0352206822529619,17.5038710710147,1.8671084217841
43,9.94596595061698,0.0352275016645569,17.4998844687543,1.87109502405296
44,9.94595909966546,0.0352343526160803,17.4959110409906,1.87506845181676
45,9.94595221621091,0.0352412360706322,17.4919506458686,1.87902884693996
46,9.94594529954962,0.0352481527319263,17.4880031514351,1.88297634137256
47,9.94593834921515,0.0352551030663957,17.4840684344916,1.88691105831377
48,9.94593136495618,0.0352620873253598,17.4801463795569,1.89083311324917
49,9.94592434671472,0.0352691055668162,17.4762368779814,1.89474261482706
50,9.94591729460514,0.0352761576764003,17.4723398272129,1.89863966559549
