"Time","SGO1","pH2A_SGO1","pH2A_SGO1_CPCi","pH2A_SGO1_CPCa","SGO1_CPCi","SGO1_CPCa"
0,5.88919012651072,0,0,0,0,0
1,0.141670836508471,33.7400997793949,1.11755875084655,1.66385000206002,0.0046955701880509,0.00698789125882785
2,0.0511856260130347,26.7622351472401,1.17430888421654,1.73595987720189,0.00225988453228473,0.00333704961651204
3,0.0371932719307449,22.2173865760745,1.17968620126481,1.73120861571738,0.00198873249564001,0.0029142528161565
4,0.030615023191735,19.0398142507229,1.15954844684866,1.6889525909333,0.00187540107715309,0.00272729834638073
5,0.0267111707669134,16.7026441570386,1.12606657279975,1.6276594825045,0.0018077001528844,0.00260887727023329
6,0.0241166365243337,14.9275344095032,1.08654547392628,1.55830483950752,0.00175813351726602,0.0025180580515773
7,0.0222730691534002,13.5488316989985,1.04540096277472,1.48744144703332,0.00171757562710207,0.00244127402107147
8,0.0209042319849657,12.4599411537963,1.00523679980465,1.41886819324243,0.00168252374335179,0.00237331074574468
9,0.0198558299758329,11.5885519170319,0.967496737556795,1.35463561522643,0.00165146467439772,0.00231189971968867
10,0.0190340690367013,10.8837033158841,0.932894380462555,1.29570350401168,0.00162366248907906,0.00225591794253715
11,0.0183782791100652,10.3084260335223,0.901694031030725,1.24236784346357,0.00159870425833881,0.00220471536430834
12,0.0178473230439577,9.83528335612326,0.873892006541758,1.19453490595883,0.00157631645097135,0.00215784460596618
13,0.0174122575146865,9.44352539794311,0.849332285091928,1.15189496742691,0.00155628780341534,0.00211494862219873
14,0.0170521214672131,9.11722263653,0.827779787927227,1.1140315803261,0.00153843682443564,0.00207571420224787
15,0.0167513675059222,8.843982577028,0.80896545657434,1.08048802836116,0.00152259805981676,0.00203985290125414
16,0.0164982391807332,8.6140584314737,0.792613594728094,1.05080702963868,0.00150861674142878,0.00200709408444932
17,0.0162836997619567,8.41970959305663,0.778457592787591,1.02455298813175,0.00149634681535655,0.0019771826345165
18,0.0161007078540552,8.25473811777514,0.766248426473112,1.00132349453281,0.00148565038867934,0.00194987849568252
19,0.0159437123066004,8.11414504630917,0.755758591841103,0.98075410206617,0.00147639765591774,0.00192495677058905
20,0.0158082918393767,7.99387309453357,0.746783314174303,0.962519157012788,0.00146846690035596,0.00190220776951295
21,0.0156908945271253,7.89061073690175,0.739140136019953,0.946330336845603,0.00146174447112358,0.00188143688427753
22,0.0155886417637174,7.80163957708853,0.73266743448459,0.931933713069677,0.0014561244992284,0.00186246404658067
23,0.0154991871541308,7.72472109131639,0.727222955589745,0.919106970312718,0.00145150889972575,0.00184512353931425
24,0.0154206037541833,7.65800224164093,0.722681701397049,0.907655741343206,0.00144780691505238,0.0018292631282259
25,0.0153513005874727,7.59994379721523,0.718934081582585,0.897410436582398,0.00144493481690325,0.00181474337579543
26,0.0152899561949604,7.54926261291922,0.715884101533002,0.888223199189297,0.00144281550952135,0.00180143683313042
27,0.0152354675416401,7.50488551039578,0.713447704006146,0.879965151799809,0.00144137813937199,0.00178922723800974
28,0.0151869096054089,7.46591203962566,0.711551266777816,0.872523927101301,0.00144055770553135,0.00177800874420864
29,0.0151435028280988,7.43158447151425,0.710130277969645,0.865801506054421,0.00144029464666091,0.00176768508905994
30,0.0151045874800521,7.40126324879562,0.709128157053724,0.85971230752247,0.00144053446467323,0.00175816886239926
31,0.0150696025969674,7.37440703510995,0.70849523082913,0.854181537542626,0.00144122734093039,0.00174938076069092
32,0.015038069516314,7.35055635573858,0.708187841451561,0.849143758403852,0.0014423277941337,0.00174124893998941
33,0.0150095777936076,7.32932013797272,0.708167570053734,0.844541648808954,0.00144379432821501,0.00173370833862299
34,0.0149837749094228,7.31036460651081,0.708400564246579,0.840324934037646,0.00144558913416237,0.00172670011972485
35,0.0149603558133674,7.29340412607923,0.70885695810435,0.83644946650084,0.00144767777118683,0.00172017109002175
36,0.0149390566188772,7.2781935887744,0.709510368139007,0.832876429561718,0.00145002890497537,0.0017140732032806
37,0.0149196474971473,7.26452208758166,0.710337457390939,0.829571651287042,0.00145261404198905,0.00170836308860859
38,0.0149019281427041,7.25220766968563,0.711317560065135,0.826505015119826,0.00145540729506165,0.00170300162471017
39,0.014885722994542,7.24109292812968,0.71243235356209,0.823649946713183,0.00145838515648439,0.00169795353168398
40,0.0148708779753277,7.23104132738736,0.713665575143595,0.820982972000578,0.0014615262959008,0.00169318702000236
41,0.0148572573263531,7.22193412571624,0.715002776385586,0.818483335190586,0.00146481137582649,0.00168867346466522
42,0.0148447411699937,7.21366777881008,0.716431108065221,0.816132665352666,0.00146822287087178,0.00168438709131559
43,0.0148332231268599,7.20615176220641,0.717939133906647,0.813914688526915,0.00147174491004769,0.00168030470211286
44,0.0148226088805933,7.19930673061342,0.719516667332468,0.811814976265972,0.00147536313750236,0.00167640545621785
45,0.0148128142687714,7.19306295947109,0.721154628766534,0.809820726627857,0.00147906456467556,0.00167267059618898
46,0.0148037642992358,7.18735902984956,0.722844920940521,0.807920573396091,0.00148283745951043,0.00166908328072125
47,0.0147953917413839,7.1821407051202,0.724580318854951,0.806104418465043,0.00148667122866105,0.00166562838293214
48,0.0147876364457723,7.17735998002901,0.726354373592585,0.804363285767927,0.00149055631777915,0.00166229233771384
49,0.0147804442256334,7.17297426737567,0.728161327295065,0.802689192814209,0.00149448410724378,0.00165906295003417
50,0.0147737663736907,7.16894570220894,0.729996038151766,0.801075037763784,0.00149844684090759,0.00165592930609134
