"Time","SGO1","pH2A_SGO1","pH2A_SGO1_CPCi","pH2A_SGO1_CPCa","SGO1_CPCi","SGO1_CPCa"
0,7.06702815181287,0,0,0,0,0
1,0.17323749628447,4.60323400802699,0.151867168604045,0.226027567727044,0.00573317000202307,0.0085322535690219
2,0.0537598684833212,4.66077842671572,0.205512716561868,0.303492226872759,0.00237055961539839,0.00350047215252149
3,0.0367063002913579,4.67550095782484,0.251153351262666,0.368021250053958,0.00196445175169651,0.00287853124987348
4,0.0292952363330855,4.70113747851644,0.290787935256141,0.422799002865303,0.00179990891473645,0.00261733732010376
5,0.0252470343135926,4.73509552081876,0.324764493686393,0.468532563754122,0.00171630003791527,0.00247686899011306
6,0.0227718343104149,4.77510251531087,0.353590172020703,0.506144050489791,0.00166902037105788,0.00239051421125573
7,0.0211559226943126,4.8192572498465,0.377888339050542,0.536704024932189,0.00164077806503703,0.00233248685169374
8,0.0200569673679276,4.86590376272082,0.398311841641333,0.561302540584356,0.00162356430887315,0.00229087262884197
9,0.0192899270390985,4.91365162202368,0.415471274948726,0.580944242984708,0.00161317016439496,0.00225943561347912
10,0.0187459520301265,4.96137537769535,0.429907547566111,0.59650938361678,0.00160718509222725,0.0022346244905011
11,0.0183568605497882,5.00819545042988,0.442086380991568,0.608747892678011,0.0016041449437449,0.00221429658910924
12,0.0180778540553744,5.05345011650569,0.452402036956562,0.618287556183504,0.00160312307972419,0.00219710526221874
13,0.0178783854328747,5.09666398179764,0.461184920535307,0.625648070302706,0.00160351580118517,0.00218217870419905
14,0.0177370282002264,5.13751648632515,0.468709912112082,0.631256065419721,0.00160492198741216,0.00216894017806243
15,0.0176384161049417,5.17581272735522,0.475204705197461,0.635459869216352,0.0016070713366675,0.00215700142328331
16,0.0175713442333063,5.21145741832658,0.480857237398421,0.638542590257745,0.0016097798716567,0.00214609697769668
17,0.0175275391732789,5.24443242083228,0.48582224489468,0.640733546586764,0.00161292133363137,0.00213604246916611
18,0.0175008365309403,5.27477784127294,0.490226834272786,0.642217899666356,0.00161640829137338,0.00212670728794567
19,0.0174866169109584,5.3025764024574,0.494175210784342,0.64314473923733,0.00162017956355032,0.0021179968101759
20,0.0174814060479699,5.32794073945682,0.497752633141365,0.643633768485799,0.0016241915922961,0.00210984025090511
21,0.0174825879739151,5.35100319460319,0.501028724583484,0.643780827811196,0.00162841263322235,0.00210218277240741
22,0.0174881946197723,5.37190814539778,0.504060260640134,0.643662458918162,0.00163281875507041,0.00209498007265114
23,0.0174967504058424,5.39080537202048,0.506893387145749,0.643339529216286,0.00163739117071723,0.00208819494598793
24,0.0175071543925921,5.40784571785434,0.509565562209464,0.642860308589122,0.00164211438997007,0.00208179484859771
25,0.017518592121231,5.42317755702985,0.512107107358669,0.642262909560158,0.00164697505338775,0.00207575052623642
26,0.0175304669047202,5.43694433370926,0.51454250180596,0.641577285507567,0.00165196112416762,0.00207003500880429
27,0.0175423488870528,5.449282862618,0.516891447774215,0.640826848834886,0.00165706141818322,0.00206462303569777
28,0.017553935226756,5.46032224665677,0.519169749829612,0.640029783332495,0.00166226533069162,0.0020594908168908
29,0.0175650183870072,5.47018324507193,0.521390036329543,0.639200103318607,0.00166756264445205,0.00205461576471582
30,0.0175754636526078,5.47897801312136,0.523562354771463,0.63834851125631,0.00167294348134722,0.00204997646113964
31,0.0175851896819598,5.48681009398559,0.525694659138965,0.637483087565827,0.001678398252206,0.00204555257130391
32,0.0175941559212397,5.49377459766455,0.52779320967231,0.636609845854368,0.00168391770671443,0.00204132493992708
33,0.0176023500780563,5.49995852511392,0.52986290070584,0.635733179616775,0.00168949290464127,0.00203727547950456
34,0.0176097815956314,5.50544117002456,0.53190752853955,0.634856219476695,0.00169511528482668,0.00203338724084565
35,0.0176164739127222,5.51029457904152,0.533930010158711,0.633981119250528,0.00170077667332734,0.00202964441012326
36,0.0176224608528105,5.51458404370045,0.535932561777455,0.633109283961851,0.00170646932205318,0.00202603227792094
37,0.017627781715443,5.51836860022073,0.53791684402313,0.632241551046338,0.00171218590343622,0.00202253721212219
38,0.0176324798470621,5.52170152306445,0.539884079844223,0.631378333815993,0.0017179195525374,0.00201914665192191
39,0.0176366004421803,5.52463080561214,0.54183515005875,0.630519734453087,0.00172366386887326,0.00201584909155834
40,0.0176401879698256,5.52719962535717,0.543770670671232,0.629665632918495,0.00172941289012655,0.00201263396145525
41,0.0176432869102096,5.52944677284889,0.545691054942343,0.628815755805895,0.00173516112833465,0.00200949167843611
42,0.0176459394605858,5.53140706373311,0.547596563359289,0.627969729876426,0.00174090352506923,0.00200641352023571
43,0.0176481861729981,5.53311171501142,0.549487343479686,0.627127122919166,0.00174663546221001,0.00200339160554732
44,0.0176500652832097,5.53458869303682,0.551363461543968,0.626287474557333,0.00175235273944624,0.00200041885245001
45,0.0176516121896357,5.53586303806091,0.553224927566341,0.625450319453833,0.00175805154593555,0.00199748888433596
46,0.0176528596805687,5.53695715235058,0.555071714818536,0.624615203885487,0.00176372844680275,0.00199459599635356
47,0.0176538387050799,5.53789107007772,0.556903775053743,0.623781697684817,0.00176938037912854,0.00199173513225395
48,0.0176545768953784,5.53868269910553,0.558721050155315,0.622949402311136,0.00177500459632757,0.00198890178292672
49,0.0176551000601026,5.53934803929907,0.560523480893116,0.622117955889105,0.00178059867700148,0.00198609197426853
50,0.0176554318847328,5.53990138080729,0.56231101339878,0.621287035982786,0.00178616049318953,0.0019833022158802
