"Time","pH3","pH3_CPCa","pH3_CPCi"
0,0,0,0
1,5.1373895128846e-07,9.18902078649353e-09,6.17422637162581e-09
2,0.000107948724309868,3.70711338454925e-06,2.51037916442483e-06
3,0.00126412620858199,6.19488098229784e-05,4.22778464693477e-05
4,0.0054329964937852,0.000334682001168734,0.000230193498585343
5,0.0144600311137469,0.00104320904682207,0.000723146475146045
6,0.0293627141865083,0.00237236738353384,0.00165746617542874
7,0.0503179517675877,0.00441778200846749,0.00311086434032772
8,0.0768919178422388,0.00718334803163727,0.00509813753683352
9,0.108269170063853,0.0106024811668375,0.00758366959385671
10,0.143421348606081,0.0145636046134812,0.0104976927619543
11,0.181227430765331,0.0189317968234502,0.0137506906891627
12,0.220565879441435,0.0235652067990177,0.017244793123647
13,0.260385276057414,0.0283268233856548,0.0208823618152493
14,0.299753530172845,0.0330924192372518,0.0245721614957298
15,0.337885272541718,0.0377551708974427,0.0282332969884167
16,0.374151089235499,0.0422276646984432,0.0317973084407595
17,0.408073127911969,0.0464419231582304,0.0352087918442919
18,0.439312302447611,0.0503481526696606,0.0384250070210228
19,0.46765090945198,0.0539127325495332,0.0414148297136361
20,0.492973654729104,0.0571158735282375,0.0441573600518664
21,0.515248832365927,0.0599492092987179,0.0466403876449996
22,0.534511448985506,0.0624135829377724,0.0488589203290598
23,0.550847267880953,0.0645169351166308,0.0508137291286998
24,0.564380026477571,0.0662725818106404,0.0525101255223874
25,0.575260272824859,0.0676977063490475,0.0539568644183883
26,0.583656287822449,0.0688121251840196,0.0551652225625367
27,0.589746756934007,0.0696372875270842,0.056148232747794
28,0.5937149852839,0.0701954822732335,0.0569200600477069
29,0.595744379605806,0.0705092163030935,0.0574954988983195
30,0.596015046769008,0.0706007432937011,0.0578895782842444
31,0.594701263011183,0.070491710583382,0.0581172541232575
32,0.591969664817108,0.0702029036962678,0.0581931750772572
33,0.587978028941368,0.069754070493953,0.0581315095133885
34,0.582874513128115,0.0691638077275081,0.0579458215854039
35,0.576797248055092,0.0684494953193042,0.0576489858845663
36,0.56987421824935,0.0676272698361687,0.0572531344510608
37,0.562223353685569,0.0667120267451903,0.0567696284725543
38,0.553952767659591,0.0657174429285873,0.0562090481704453
39,0.545161122266731,0.0646560167533709,0.0555811987927697
40,0.535938066498374,0.0635391185110007,0.0548951271391073
41,0.526364721502452,0.0623770477972219,0.0541591458161243
42,0.516514204998678,0.06117909665983,0.0533808642436028
43,0.50645216104956,0.0599536141033912,0.0525672227813527
44,0.496237295030627,0.058708071816631,0.0517245297639212
45,0.485921899062262,0.0574491291645586,0.0508584997451355
46,0.475552359958857,0.0561826963590046,0.0499742919268667
47,0.465169650288698,0.0549139958149642,0.0490765486916445
48,0.454809791914542,0.0536476202858944,0.0481694329087655
49,0.444504295747264,0.0523875882020075,0.0472566642782522
50,0.434280574092757,0.0511373957093601,0.0463415541648082
