"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi"
0,2.96125646168316,0,0,0,0,1.97417097445544,0,0,0,0
1,0.00872313995175225,1.66385000206002,1.73691717444133,1.7612535266119e-19,0.00698789125882785,0.00586152438461462,1.11755875084655,1.16693030022113,1.18392661523832e-19,0.0046955701880509
2,0.00826409000494282,1.73595987720189,1.64047750970849,2.35090705762819e-14,0.00333704961651204,0.00559601543417758,1.17430888421654,1.11001696512267,1.59249414762905e-14,0.00225988453228473
3,0.00786195969352887,1.73120861571738,1.56680451672784,8.00587170569264e-12,0.0029142528161565,0.005364918837038,1.17968620126481,1.06810594117042,5.46459717373682e-12,0.00198873249564001
4,0.00749664803881542,1.6889525909333,1.50641171862329,2.99256069222658e-10,0.00272729834638073,0.00515528672150202,1.15954844684866,1.03484785236183,2.05827746891441e-10,0.00187540107715309
5,0.00716491344336047,1.6276594825045,1.45335096342477,3.68391938896147e-09,0.00260887727023329,0.00496540902996381,1.12606657279975,1.00623313390847,2.55335939721556e-09,0.0018077001528844
6,0.00686787996101528,1.55830483950752,1.40524433127826,2.36403385804759e-08,0.0025180580515773,0.00479651577126875,1.08654547392628,0.980651051749312,1.65134584499008e-08,0.00175813351726602
7,0.00660707838121348,1.48744144703332,1.36159682893238,9.96511074752411e-08,0.00244127402107147,0.0046501117689067,1.04540096277472,0.957777683654251,7.01604874664331e-08,0.00171757562710207
8,0.00638148524853107,1.41886819324243,1.32254339871772,3.14507992394251e-07,0.00237331074574468,0.00452591073065065,1.00523679980465,0.937732082422264,2.23206345761568e-07,0.00168252374335179
9,0.00618835217116589,1.35463561522643,1.28820012935183,8.05380191416652e-07,0.00231189971968867,0.00442238417373153,0.967496737556795,0.920629694784506,5.7619374993729e-07,0.00165146467439772
10,0.00602420664814962,1.29570350401168,1.25849550005994,1.76339400648595e-06,0.00225591794253715,0.00433744909075427,0.932894380462555,0.906461460876271,1.2718207262269e-06,0.00162366248907906
11,0.00588538091497684,1.24236784346357,1.23317888753517,3.42159649533691e-06,0.00220471536430834,0.0042688357294662,0.901694031030725,0.895095237195235,2.48781249349672e-06,0.00159870425833881
12,0.00576832223792304,1.19453490595883,1.21187750950649,6.03489498932071e-06,0.00215784460596618,0.00421430697251285,0.873892006541758,0.886311987680115,4.42345690944268e-06,0.00157631645097135
13,0.00566975925866572,1.15189496742691,1.19415515223226,9.85683258785222e-06,0.00211494862219873,0.00417177939810222,0.849332285091928,0.879844618462832,7.2830350527647e-06,0.00155628780341534
14,0.00558677932488553,1.1140315803261,1.17955866720449,1.51176109400859e-05,0.00207571420224787,0.00413938280049806,0.827779787927227,0.875409392707912,1.12592924598069e-05,0.00153843682443564
15,0.00551684616614871,1.08048802836116,1.16764897385319,2.20060967088674e-05,0.00203985290125414,0.00411547825111809,0.80896545657434,0.87272735923745,1.65190720607143e-05,0.00152259805981676
16,0.00545778651720893,1.05080702963868,1.15801967978978,3.06573861339524e-05,0.00200709408444932,0.00409865402596665,0.792613594728094,0.871537599405009,2.3192498255395e-05,0.00150861674142878
17,0.00540775908051979,1.02455298813175,1.1503062379722,4.11461360210454e-05,0.0019771826345165,0.00408770863873939,0.778457592787591,0.871604122396723,3.13661483498132e-05,0.00149634681535655
18,0.00536521684934959,1.00132349453281,1.14418894438365,5.34850331919962e-05,0.00194987849568252,0.00408162857943685,0.766248426473112,0.872718548006437,4.10799860801456e-05,0.00148565038867934
19,0.0053288678903041,0.98075410206617,1.13939201775642,6.76274663919798e-05,0.00192495677058905,0.0040795643303876,0.755758591841103,0.874700059026032,5.23275726848064e-05,0.00147639765591774
20,0.00529763813050122,0.962519157012788,1.13568052853138,8.34732860997071e-05,0.00190220776951295,0.00408080719805067,0.746783314174303,0.877393804632921,6.50588573908571e-05,0.00146846690035596
21,0.00527063743436321,0.946330336845603,1.13285623897533,0.000100876602181187,0.00188143688427753,0.00408476792556934,0.739140136019953,0.880668477364284,7.91848578973062e-05,0.00146174447112358
22,0.00524712926617925,0.931933713069677,1.13075299555519,0.000119654384225335,0.00186246404658067,0.00409095740402681,0.73266743448459,0.884413512689423,9.45832783041131e-05,0.0014561244992284
23,0.00522650583157181,0.919106970312718,1.12923250761669,0.000139595977991929,0.00184512353931425,0.00409897077334301,0.727222955589745,0.888536470888045,0.000111105250542487,0.00145150889972575
24,0.00520826550344865,0.907655741343206,1.12818009011953,0.000160471791737409,0.0018292631282259,0.00410847288378757,0.722681701397049,0.89296035060478,0.000128581713622442,0.00144780691505238
25,0.00519199459919011,0.897410436582398,1.12750101685881,0.000182041665187328,0.00181474337579543,0.00411918652735977,0.718934081582585,0.897621266549327,0.000146829863204513,0.00144493481690325
26,0.0051773519406886,0.888223199189297,1.12711728405313,0.000204062280396422,0.00180143683313042,0.00413088241367911,0.715884101533002,0.902466370875706,0.000165659093635764,0.00144281550952135
27,0.00516405608056147,0.879965151799809,1.12696482942148,0.000226293574124061,0.00178922723800974,0.00414337084417171,0.713447704006146,0.90745205562087,0.000184876351148299,0.00144137813937199
28,0.00515187472787045,0.872523927101301,1.12699116051914,0.000248504059154479,0.00177800874420864,0.00415649481307347,0.711551266777816,0.912542411342289,0.00020429077404368,0.00144055770553135
29,0.00514061605870532,0.865801506054421,1.12715336275832,0.000270475125740855,0.00176768508905994,0.00417012430943921,0.710130277969645,0.917707926504018,0.000223717630887321,0.00144029464666091
30,0.00513012150866751,0.85971230752247,1.12741642360612,0.000292004299455449,0.00175816886239926,0.00418415157630012,0.709128157053724,0.922924388599656,0.000242981493755951,0.00144053446467323
31,0.0051202599142843,0.854181537542626,1.12775184209958,0.000312907607724003,0.00174938076069092,0.00419848725349511,0.70849523082913,0.928171969095633,0.000261918734990628,0.00144122734093039
32,0.0051109226464543,0.849143758403852,1.12813647513805,0.000333021131324521,0.00174124893998941,0.00421305715776137,0.708187841451561,0.933434461469576,0.000280379380002554,0.0014423277941337
33,0.00510201967861609,0.844541648808954,1.12855158235691,0.000352201838925918,0.00173370833862299,0.00422779968132103,0.708167570053734,0.938698648328183,0.000298228370822778,0.00144379432821501
34,0.00509347632521355,0.840324934037646,1.12898203875339,0.000370327823556473,0.00172670011972485,0.00424266362156351,0.708400564246579,0.943953778022472,0.000315346319213807,0.00144558913416237
35,0.00508523055690192,0.83644946650084,1.12941568700501,0.000387298051682391,0.00172017109002175,0.00425760639628815,0.70885695810435,0.949191132744122,0.000331629827822177,0.00144767777118683
36,0.00507723083520182,0.832876429561718,1.12984280376461,0.000403031705564869,0.0017140732032806,0.00427259259138272,0.709510368139007,0.954403671566685,0.000346991433254563,0.00145002890497537
37,0.00506943429941464,0.829571651287042,1.13025566148788,0.000417467218600215,0.00170836308860859,0.00428759275408385,0.710337457390939,0.959585736388729,0.000361359247934035,0.00145261404198905
38,0.00506180528814383,0.826505015119826,1.13064816895019,0.000430561084784818,0.00170300162471017,0.00430258238838805,0.711317560065135,0.964732809914539,0.000374676366283643,0.00145540729506165
39,0.00505431411463726,0.823649946713183,1.13101557545586,0.000442286498666994,0.00169795353168398,0.00431754114125667,0.71243235356209,0.969841315848622,0.000386900075986299,0.00145838515648439
40,0.00504693608663054,0.820982972000578,1.13135422811135,0.00045263189601645,0.00169318702000236,0.00433245213370957,0.713665575143595,0.974908454266599,0.000398000936390412,0.0014615262959008
41,0.00503965065044355,0.818483335190586,1.13166137269399,0.000461599439446512,0.00168867346466522,0.00434730137782586,0.715002776385586,0.979932066116434,0.000407961762563268,0.00146481137582649
42,0.00503244072666067,0.816132665352666,1.13193498980064,0.000469203490055252,0.00168438709131559,0.00436207733069891,0.716431108065221,0.984910521209236,0.000416776548679497,0.00146822287087178
43,0.00502529212156447,0.813914688526915,1.13217366027182,0.000475469098457575,0.00168030470211286,0.00437677048646964,0.717939133906647,0.989842625781551,0.000424449365751067,0.00147174491004769
44,0.00501819306701697,0.811814976265972,1.13237645447996,0.000480430541099849,0.00167640545621785,0.0043913730617244,0.719516667332468,0.994727546179566,0.000430993256245172,0.00147536313750236
45,0.00501113384041407,0.809820726627857,1.13254284132856,0.000484129922061327,0.00167267059618898,0.00440587873769115,0.721154628766534,0.999564745637887,0.000436429147628469,0.00147906456467556
46,0.00500410641668298,0.807920573396091,1.13267261315203,0.000486615852307157,0.00166908328072125,0.00442028241408395,0.722844920940521,1.00435393193172,0.000440784799238773,0.00148283745951043
47,0.00499710420760699,0.806104418465043,1.13276582400005,0.000487942222166887,0.00166562838293214,0.00443458002570835,0.724580318854951,1.0090950140118,0.000444093798225151,0.00148667122866105
