"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi"
0,3.55350775401979,0,0,0,0,2.36900516934652,0,0,0,0
1,0.0105907841148824,0.226027567727044,3.28703547419159,9.18902078649353e-09,0.0085322535690219,0.00711651239880066,0.151867168604045,2.20879302567946,6.17422637162581e-09,0.00573317000202307
2,0.0102062652749061,0.303492226872759,3.19637587924002,3.70711338454925e-06,0.00350047215252149,0.00691222219668232,0.205512716561868,2.16485021351715,2.51037916442483e-06,0.00237055961539839
3,0.00976679630573984,0.368021250053958,3.08871672435945,6.19488098229784e-05,0.00287853124987348,0.00666632677142019,0.251153351262666,2.10836638456727,4.22778464693477e-05,0.00196445175169651
4,0.00931062736921005,0.422799002865303,2.96801761048506,0.000334682001168734,0.00261733732010376,0.00640438116419034,0.290787935256141,2.04186480475642,0.000230193498585343,0.00179990891473645
5,0.00886618295067568,0.468532563754122,2.8411727220257,0.00104320904682207,0.00247686899011306,0.0061458598539089,0.324764493686393,1.96993402432997,0.000723146475146045,0.00171630003791527
6,0.00845519253559729,0.506144050489791,2.71517893419368,0.00237236738353384,0.00239051421125573,0.0059060751847598,0.353590172020703,1.89733967014129,0.00165746617542874,0.00166902037105788
7,0.00809220312235782,0.536704024932189,2.59614494595844,0.00441778200846749,0.00233248685169374,0.00569567214173634,0.377888339050542,1.82834414644209,0.00311086434032772,0.00164077806503703
8,0.00778029237030317,0.561302540584356,2.4881714441468,0.00718334803163727,0.00229087262884197,0.00551744432629912,0.398311841641333,1.76590389570206,0.00509813753683352,0.00162356430887315
9,0.00751631274109025,0.580944242984708,2.39302884579045,0.0106024811668375,0.00225943561347912,0.00536982224836771,0.415471274948726,1.71140149427228,0.00758366959385671,0.00161317016439496
10,0.00729492879727756,0.59650938361678,2.31083952523304,0.0145636046134812,0.0022346244905011,0.00524963313042118,0.429907547566111,1.66508409535406,0.0104976927619543,0.00160718509222725
11,0.0071102673422156,0.608747892678011,2.24078272490055,0.0189317968234502,0.00221429658910924,0.00515324084821897,0.442086380991568,1.62653319099018,0.0137506906891627,0.0016041449437449
