"Time","HASPINa","HASPINi","PLK1a","PLK1i"
0,0,0,1.9370979492806,17.4338815435254
1,0,0,10.3589062243724,9.01207326843504
2,0,0,14.722443044958,4.64853644784761
3,0,0,16.5837097606562,2.78726973214552
4,0,0,17.2836137888644,2.08736570394202
5,0,0,17.5302971330969,1.84068235970804
6,0,0,17.6133340178201,1.75764547498338
7,0,0,17.6389418052626,1.73203768754401
8,0,0,17.6445885152257,1.7263909775825
9,0,0,17.6433369590629,1.72764253376047
10,0,0,17.6397319433521,1.73124754944614
11,0,0,17.6353551859073,1.73562430690698
12,0,0,17.6307560111937,1.74022348161274
13,0,0,17.6261228741359,1.74485661867013
14,0,0,17.6215176642124,1.74946182859988
15,0,0,17.6169579244335,1.75402156837849
16,0,0,17.6124458585327,1.75853363427996
17,0,0,17.607978637813,1.76300085498966
18,0,0,17.6035520779905,1.76742741482783
19,0,0,17.599161939636,1.77181755317257
20,0,0,17.5948043646938,1.7761751281051
21,0,0,17.5904759943094,1.78050349850306
22,0,0,17.5861739622758,1.78480553051498
23,0,0,17.5818958594278,1.78908363337739
24,0,0,17.5776396723182,1.79333982049338
25,0,0,17.5734037274031,1.79757576539517
26,0,0,17.5691866381657,1.80179285463136
27,0,0,17.5649872586099,1.80599223419651
28,0,0,17.5608046424603,1.81017485034684
29,0,0,17.5566380087042,1.81434148410728
30,0,0,17.5524867124072,1.81849278039291
31,0,0,17.5483502203895,1.82262927242524
32,0,0,17.5442280909327,1.82675140187704
33,0,0,17.5401199569769,1.8308595358191
34,0,0,17.5360255125906,1.8349539802149
35,0,0,17.5319445013031,1.8390349914999
36,0,0,17.5278767072052,1.84310278559976
37,0,0,17.5238219470307,1.84715754577654
38,0,0,17.519780064265,1.85119942854602
39,0,0,17.5157509238688,1.85522856893201
40,0,0,17.511734408391,1.85924508441149
41,0,0,17.507730414458,1.86324907834924
42,0,0,17.5037388501897,1.86724064261134
43,0,0,17.4997596328906,1.87121985991509
44,0,0,17.4957926874425,1.87518680536458
45,0,0,17.4918379446091,1.87914154819513
46,0,0,17.4878953399966,1.88308415280822
47,0,0,17.4839648133423,1.88701467946856
48,0,0,17.4800463071248,1.89093318568221
49,0,0,17.4761397667513,1.89483972605224
50,0,0,17.4722451395614,1.89873435324425
