"Time","pH3","pH3_CPCa"
0,0,0
1,27.0874473412159,0.22408873585301
2,49.3908980702627,0.790555610152645
3,61.4827968611027,1.42807473991817
4,65.8888813310454,1.97955629516501
5,67.6863251596852,2.41622263729876
6,68.7344152267415,2.7566787661623
7,69.4939018969454,3.02281174430993
8,70.1139601215909,3.23246543394322
9,70.6541813596397,3.39914482980723
10,71.1421141103484,3.53292165785157
11,71.5919492137222,3.64132131891352
12,72.0116650778217,3.73000392095432
13,72.406127930926,3.80326164791421
14,72.7785545015179,3.86437326539276
15,73.1312476662923,3.91586158879374
16,73.4659797206503,3.95967929378506
17,73.7841992506936,3.99734587417072
18,74.0871451245511,4.0300489445179
19,74.375910863627,4.05872041404341
20,74.6514816659279,4.08409407658232
21,74.9147561459097,4.10674965376325
22,75.1665614678671,4.1271469208728
23,75.4076598672201,4.14565127773519
24,75.6387565092431,4.16255445927422
25,75.8605038774866,4.17809020388286
26,76.0735057768228,4.19244659220747
27,76.2783208132796,4.20577568286835
28,76.4754656305493,4.21820107507513
29,76.6654178660742,4.22982382521592
30,76.8486190384895,4.24072711348589
31,77.0254772345925,4.25097990210558
32,77.1963696545398,4.26063981551297
33,77.3616450284807,4.26975541285103
34,77.5216258881046,4.2783679792798
35,77.6766106678533,4.28651293857949
36,77.8268756811202,4.29422097249939
37,77.972676949584,4.30151890662502
38,78.1142518704504,4.30843041123847
39,78.2518207769975,4.31497656090444
40,78.3855883607089,4.32117627936062
41,78.5157449625777,4.32704669400663
42,78.6424677739265,4.33260342179361
43,78.7659219148557,4.33786079774227
44,78.8862614271843,4.34283206021902
45,79.0036301775141,4.34752950125499
46,79.1181626745373,4.35196458866016
47,79.2299848230918,4.35614806691747
48,79.3392146002023,4.36009003977596
49,79.4459626769127,4.36380003918891
50,79.5503329834441,4.3672870829853
