"Time","pH3","pH3_CPCa"
0,0,0
1,8.63899986877914e-18,1.7612535266119e-19
2,6.26670138360056e-13,2.35090705762819e-14
3,1.51898901086834e-10,8.00587170569264e-12
4,4.5466914365037e-09,2.99256069222658e-10
5,4.78873676005226e-08,3.68391938896147e-09
6,2.74267589549648e-07,2.36403385804759e-08
7,1.06215509271444e-06,9.96511074752411e-08
8,3.14422820422037e-06,3.14507992394251e-07
9,7.66779345991868e-06,8.05380191416652e-07
10,1.61718251998066e-05,1.76339400648595e-06
11,3.04887730543891e-05,3.42159649533691e-06
12,5.25976540680164e-05,6.03489498932071e-06
13,8.44591439983424e-05,9.85683258785222e-06
14,0.000127859788943823,1.51176109400859e-05
15,0.00018428196366142,2.20060967088674e-05
16,0.00025481041351231,3.06573861339524e-05
17,0.000340077801520391,4.11461360210454e-05
18,0.000440246319309081,5.34850331919962e-05
19,0.000555020240841228,6.76274663919798e-05
20,0.000683682534535615,8.34732860997071e-05
21,0.000825148629371303,0.000100876602181187
22,0.000978028227252762,0.000119654384225335
23,0.00114069651642813,0.000139595977991929
24,0.00131136066500532,0.000160471791737409
25,0.00148812554479009,0.000182041665187328
26,0.00166905317395545,0.000204062280396422
27,0.00185221518462407,0.000226293574124061
28,0.00203573723057524,0.000248504059154479
29,0.00221783561643093,0.000270475125740855
30,0.00239684571968487,0.000292004299455449
31,0.00257124326275865,0.000312907607724003
32,0.00273965892935595,0.000333021131324521
33,0.00290088703521373,0.000352201838925918
34,0.00305388916898301,0.000370327823556473
35,0.00319779368143257,0.000387298051682391
36,0.00333189166474606,0.000403031705564869
37,0.0034556302395333,0.000417467218600215
38,0.0035686038260445,0.000430561084784818
39,0.00367054386229778,0.000442286498666994
40,0.00376130756660885,0.00045263189601645
41,0.00384086612172827,0.000461599439446512
42,0.00390929262399556,0.000469203490055252
43,0.00396675009426025,0.000475469098457575
44,0.00401347976850221,0.000480430541099849
45,0.00404978984811159,0.000484129922061327
46,0.00407604481933106,0.000486615852307157
47,0.00409265547634134,0.000487942222166887
48,0.00410006965035296,0.000488167065659437
49,0.00409876372380298,0.000487351525938257
50,0.00408923492540962,0.000485558920322749
