"Time","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi","Sum_Inactive"
0,1.97417097445544,0,0,0,0,1.97417097445544
1,0.00586152438461462,1.11755875084655,1.16693030022113,1.18392661523832e-19,0.0046955701880509,2.29504614564035
2,0.00559601543417758,1.17430888421654,1.11001696512267,1.59249414762905e-14,0.00225988453228473,2.29218174930569
3,0.005364918837038,1.17968620126481,1.06810594117042,5.46459717373682e-12,0.00198873249564001,2.25514579377338
4,0.00515528672150202,1.15954844684866,1.03484785236183,2.05827746891441e-10,0.00187540107715309,2.20142698721497
5,0.00496540902996381,1.12606657279975,1.00623313390847,2.55335939721556e-09,0.0018077001528844,2.13907281844442
6,0.00479651577126875,1.08654547392628,0.980651051749312,1.65134584499008e-08,0.00175813351726602,2.07375119147758
7,0.0046501117689067,1.04540096277472,0.957777683654251,7.01604874664331e-08,0.00171757562710207,2.00954640398547
8,0.00452591073065065,1.00523679980465,0.937732082422264,2.23206345761568e-07,0.00168252374335179,1.94917753990726
9,0.00442238417373153,0.967496737556795,0.920629694784506,5.7619374993729e-07,0.00165146467439772,1.89420085738318
10,0.00433744909075427,0.932894380462555,0.906461460876271,1.2718207262269e-06,0.00162366248907906,1.84531822473939
11,0.0042688357294662,0.901694031030725,0.895095237195235,2.48781249349672e-06,0.00159870425833881,1.80265929602626
12,0.00421430697251285,0.873892006541758,0.886311987680115,4.42345690944268e-06,0.00157631645097135,1.76599904110227
13,0.00417177939810222,0.849332285091928,0.879844618462832,7.2830350527647e-06,0.00155628780341534,1.73491225379133
14,0.00413938280049806,0.827779787927227,0.875409392707912,1.12592924598069e-05,0.00153843682443564,1.70887825955253
15,0.00411547825111809,0.80896545657434,0.87272735923745,1.65190720607143e-05,0.00152259805981676,1.68734741119479
16,0.00409865402596665,0.792613594728094,0.871537599405009,2.3192498255395e-05,0.00150861674142878,1.66978165739875
17,0.00408770863873939,0.778457592787591,0.871604122396723,3.13661483498132e-05,0.00149634681535655,1.65567713678676
18,0.00408162857943685,0.766248426473112,0.872718548006437,4.10799860801456e-05,0.00148565038867934,1.64457533343375
19,0.0040795643303876,0.755758591841103,0.874700059026032,5.23275726848064e-05,0.00147639765591774,1.63606694042612
20,0.00408080719805067,0.746783314174303,0.877393804632921,6.50588573908571e-05,0.00146846690035596,1.62979145176302
21,0.00408476792556934,0.739140136019953,0.880668477364284,7.91848578973062e-05,0.00146174447112358,1.62543431063883
22,0.00409095740402681,0.73266743448459,0.884413512689423,9.45832783041131e-05,0.0014561244992284,1.62272261235557
23,0.00409897077334301,0.727222955589745,0.888536470888045,0.000111105250542487,0.00145150889972575,1.6214210114014
24,0.00410847288378757,0.722681701397049,0.89296035060478,0.000128581713622442,0.00144780691505238,1.62132691351429
25,0.00411918652735977,0.718934081582585,0.897621266549327,0.000146829863204513,0.00144493481690325,1.62226629933938
26,0.00413088241367911,0.715884101533002,0.902466370875706,0.000165659093635764,0.00144281550952135,1.62408982942554
27,0.00414337084417171,0.713447704006146,0.90745205562087,0.000184876351148299,0.00144137813937199,1.62666938496171
28,0.00415649481307347,0.711551266777816,0.912542411342289,0.00020429077404368,0.00144055770553135,1.62989502141275
29,0.00417012430943921,0.710130277969645,0.917707926504018,0.000223717630887321,0.00144029464666091,1.63367234106065
30,0.00418415157630012,0.709128157053724,0.922924388599656,0.000242981493755951,0.00144053446467323,1.63792021318811
31,0.00419848725349511,0.70849523082913,0.928171969095633,0.000261918734990628,0.00144122734093039,1.64256883325418
32,0.00421305715776137,0.708187841451561,0.933434461469576,0.000280379380002554,0.0014423277941337,1.64755806725304
33,0.00422779968132103,0.708167570053734,0.938698648328183,0.000298228370822778,0.00144379432821501,1.65283604076228
34,0.00424266362156351,0.708400564246579,0.943953778022472,0.000315346319213807,0.00144558913416237,1.65835794134399
35,0.00425760639628815,0.70885695810435,0.949191132744122,0.000331629827822177,0.00144767777118683,1.66408500484377
36,0.00427259259138272,0.709510368139007,0.954403671566685,0.000346991433254563,0.00145002890497537,1.6699836526353
37,0.00428759275408385,0.710337457390939,0.959585736388729,0.000361359247934035,0.00145261404198905,1.67602475982367
38,0.00430258238838805,0.711317560065135,0.964732809914539,0.000374676366283643,0.00145540729506165,1.68218303602941
39,0.00431754114125667,0.71243235356209,0.969841315848622,0.000386900075986299,0.00145838515648439,1.68843649578444
40,0.00433245213370957,0.713665575143595,0.974908454266599,0.000398000936390412,0.0014615262959008,1.69476600877619
41,0.00434730137782586,0.715002776385586,0.979932066116434,0.000407961762563268,0.00146481137582649,1.70115491701824
42,0.00436207733069891,0.716431108065221,0.984910521209236,0.000416776548679497,0.00146822287087178,1.70758870602471
43,0.00437677048646964,0.717939133906647,0.989842625781551,0.000424449365751067,0.00147174491004769,1.71405472445047
44,0.0043913730617244,0.719516667332468,0.994727546179566,0.000430993256245172,0.00147536313750236,1.72054194296751
45,0.00440587873769115,0.721154628766534,0.999564745637887,0.000436429147628469,0.00147906456467556,1.72704074685442
46,0.00442028241408395,0.722844920940521,1.00435393193172,0.000440784799238773,0.00148283745951043,1.73354275754507
47,0.00443458002570835,0.724580318854951,1.0090950140118,0.000444093798225151,0.00148667122866105,1.74004067791934
48,0.00444876839068408,0.726354373592585,1.01378806597568,0.000446394609302738,0.00149055631777915,1.74652815888603
49,0.00446284506582405,0.728161327295065,1.01843329709979,0.000447729688171186,0.00149448410724378,1.75299968325609
50,0.00447680824730148,0.729996038151766,1.0230310268964,0.000448144661461439,0.00149844684090759,1.75945046479784
