"Time","pH2A","pH2A_SGO1","pH2A_SGO1_CPCa","pH2A_SGO1_CPCi"
0,0,0,0,0
1,4.18801624114893,4.60323400802699,0.226027567727044,0.151867168604045
2,9.74111703555899,4.66077842671572,0.303492226872759,0.205512716561868
3,14.2195725483905,4.67550095782484,0.368021250053958,0.251153351262666
4,17.7956375548885,4.70113747851644,0.422799002865303,0.290787935256141
5,20.6442831243376,4.73509552081876,0.468532563754122,0.324764493686393
6,22.9088550661293,4.77510251531087,0.506144050489791,0.353590172020703
7,24.7058588751995,4.8192572498465,0.536704024932189,0.377888339050542
8,26.1295714921305,4.86590376272082,0.561302540584356,0.398311841641333
9,27.255967675797,4.91365162202368,0.580944242984708,0.415471274948726
10,28.1460435373013,4.96137537769535,0.59650938361678,0.429907547566111
11,28.8486097213086,5.00819545042988,0.608747892678011,0.442086380991568
12,29.4026139825859,5.05345011650569,0.618287556183504,0.452402036956562
13,29.8390707739584,5.09666398179764,0.625648070302706,0.461184920535307
14,30.1826181886086,5.13751648632515,0.631256065419721,0.468709912112082
15,30.452801750816,5.17581272735522,0.635459869216352,0.475204705197461
16,30.6651029656527,5.21145741832658,0.638542590257745,0.480857237398421
17,30.8317716551473,5.24443242083228,0.640733546586764,0.48582224489468
18,30.9624899797701,5.27477784127294,0.642217899666356,0.490226834272786
19,31.0649043505192,5.3025764024574,0.64314473923733,0.494175210784342
20,31.1450484184693,5.32794073945682,0.643633768485799,0.497752633141365
21,31.207680224039,5.35100319460319,0.643780827811196,0.501028724583484
22,31.2565515320459,5.37190814539778,0.643662458918162,0.504060260640134
23,31.2946158826287,5.39080537202048,0.643339529216286,0.506893387145749
24,31.3241993677896,5.40784571785434,0.642860308589122,0.509565562209464
25,31.3471325192708,5.42317755702985,0.642262909560158,0.512107107358669
26,31.3648552998993,5.43694433370926,0.641577285507567,0.51454250180596
27,31.3784998849348,5.449282862618,0.640826848834886,0.516891447774215
28,31.3889560891601,5.46032224665677,0.640029783332495,0.519169749829612
29,31.3969228416908,5.47018324507193,0.639200103318607,0.521390036329543
30,31.4029489093187,5.47897801312136,0.63834851125631,0.523562354771463
31,31.4074649010879,5.48681009398559,0.637483087565827,0.525694659138965
32,31.4108084913629,5.49377459766455,0.636609845854368,0.52779320967231
33,31.4132442924796,5.49995852511392,0.635733179616775,0.52986290070584
34,31.4149795038033,5.50544117002456,0.634856219476695,0.53190752853955
35,31.4161762086907,5.51029457904152,0.633981119250528,0.533930010158711
36,31.4169610645587,5.51458404370045,0.633109283961851,0.535932561777455
37,31.4174329226146,5.51836860022073,0.632241551046338,0.53791684402313
38,31.4176688096295,5.52170152306445,0.631378333815993,0.539884079844223
39,31.4177286459761,5.52463080561214,0.630519734453087,0.54183515005875
40,31.417658940497,5.52719962535717,0.629665632918495,0.543770670671232
41,31.4174957009407,5.52944677284889,0.628815755805895,0.545691054942343
42,31.4172667178915,5.53140706373311,0.627969729876426,0.547596563359289
43,31.4169933574659,5.53311171501142,0.627127122919166,0.549487343479686
44,31.4166919715954,5.53458869303682,0.626287474557333,0.551363461543968
45,31.4163749984149,5.53586303806091,0.625450319453833,0.553224927566341
46,31.4160518327494,5.53695715235058,0.624615203885487,0.555071714818536
47,31.4157295030686,5.53789107007772,0.623781697684817,0.556903775053743
48,31.4154132026209,5.53868269910553,0.622949402311136,0.558721050155315
49,31.4151067071401,5.53934803929907,0.622117955889105,0.560523480893116
50,31.4148127000627,5.53990138080729,0.621287035982786,0.56231101339878
