"Time","pH2A_SGO1_CPCi","SGO1_CPCi"
0,0,0
1,0.662169657217708,0.00557024722945908
2,0.81241382424527,0.00261323210564558
3,0.892042716443,0.00229271222382262
4,0.929123733522272,0.00216327908485267
5,0.939993338995428,0.00208895175915581
6,0.935289632055449,0.00203658967864343
7,0.921807900800367,0.0019950977274189
8,0.903795211579787,0.00196009055850082
9,0.883845258480828,0.00192957568002679
10,0.863514347955378,0.0019025327896288
11,0.843714274978386,0.00187837855736785
12,0.824957016005037,0.00185674207950056
13,0.807506859012064,0.00183736276819575
14,0.791475427472283,0.00182004103570082
15,0.776881270745579,0.00180461288771463
16,0.763687497529406,0.00179093640631716
17,0.751825556028442,0.00177888425060946
18,0.741210263574705,0.00176833942008988
19,0.731749248648944,0.00175919283065983
20,0.723348823811687,0.00175134194285621
21,0.715917561288227,0.00174468999127092
22,0.709368238122575,0.00173914539220042
23,0.703619155272184,0.00173462171885554
24,0.698594499103791,0.00173103739021466
25,0.694224497989128,0.00172831559350814
26,0.69044529907227,0.00172638417436408
27,0.687198709321672,0.00172517554022465
28,0.684431853012608,0.00172462652965412
29,0.682096800196807,0.00172467827592792
30,0.680150174325794,0.00172527605233464
31,0.678552770929753,0.00172636909333125
32,0.677269191277811,0.00172791042399801
33,0.676267495133761,0.00172985665038775
34,0.675518877395477,0.00173216778675818
35,0.674997371364428,0.00173480703527242
36,0.674679574674757,0.00173774060423535
37,0.674544399333222,0.00174093749647416
38,0.674572846330669,0.00174436934016471
39,0.674747798766606,0.00174801018845511
40,0.675053835835484,0.00175183634772389
41,0.675477065365884,0.00175582621636282
42,0.676004971290603,0.00175996011085989
43,0.676626277437918,0.00176422013386221
44,0.677330824096153,0.0017685900120145
45,0.678109457087172,0.00177305498021687
46,0.678953928164337,0.00177760164889792
47,0.679856804846833,0.00178221788928477
48,0.68081138985613,0.00178689273444098
49,0.681811648373424,0.00179161626569656
50,0.682852142562567,0.00179637953404879
