prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4min,relaxed,7.5,4.0,0.243853605269455,increasing,0.07707868986796386,0.05,4.739637028918155
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.1min,relaxed,7.5,4.1,0.24375289187972699,increasing,0.049989761322339704,0.05,4.818504542377636
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.2min,relaxed,7.5,4.2,0.24309210228689698,increasing,0.05174459233959847,0.05,4.897372055837118
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.3min,relaxed,7.5,4.3,0.2455589552821065,increasing,0.15875659672490622,0.05,4.976239569296599
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.4min,relaxed,7.5,4.4,0.2422611658396085,increasing,0.09110722224283851,0.05,5.055107082756081
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.5min,relaxed,7.5,4.5,0.244340546664976,increasing,0.11685529157436211,0.05,5.133974596215562
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.6min,relaxed,7.5,4.6,0.2412330991795985,increasing,0.08724960445855531,0.05,5.212842109675043
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.7min,relaxed,7.5,4.7,0.24563892934104248,increasing,0.15725425310530705,0.05,5.291709623134524
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.8min,relaxed,7.5,4.8,0.24238884559455698,increasing,0.10984087729134798,0.05,5.370577136594005
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_4.9min,relaxed,7.5,4.9,0.244659768656939,increasing,0.18579649352908398,0.05,5.449444650053487
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_5.0min,relaxed,7.5,5.0,0.24069555347271,increasing,0.08767275203504832,0.05,5.528312163512968
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__7.5max_5.5min,relaxed,7.5,5.5,0.24239225587567947,increasing,0.09593137849322404,0.05,5.922649730810374
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4min,relaxed,8.0,4.0,0.24330635095876152,increasing,0.028391724308119544,0.05,4.8452994616207485
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.1min,relaxed,8.0,4.1,0.24497803870923152,increasing,0.10946555932085152,0.05,4.9241669750802295
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.2min,relaxed,8.0,4.2,0.2424002749481295,increasing,0.08648419311922421,0.05,5.003034488539711
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.3min,relaxed,8.0,4.3,0.24167129331658,increasing,0.07069406420165632,0.05,5.081902001999192
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.4min,relaxed,8.0,4.4,0.243640106375762,increasing,0.15296141071870736,0.05,5.160769515458674
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.5min,relaxed,8.0,4.5,0.240439422130251,increasing,0.08156489507037333,0.05,5.239637028918155
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.6min,relaxed,8.0,4.6,0.2445934213206775,increasing,0.1440697039121568,0.05,5.318504542377636
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.7min,relaxed,8.0,4.7,0.2416622868136825,increasing,0.12325503025820328,0.05,5.397372055837118
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.8min,relaxed,8.0,4.8,0.2430945130370005,increasing,0.17410909217129888,0.05,5.476239569296599
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_4.9min,relaxed,8.0,4.9,0.24245268023671052,increasing,0.1075789052752239,0.05,5.555107082756081
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_5.0min,relaxed,8.0,5.0,0.2440223468188965,increasing,0.19288892934118235,0.05,5.633974596215562
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_5.2min,relaxed,8.0,5.2,0.242096393163541,increasing,0.11027046077071606,0.05,5.791709623134524
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_5.5min,relaxed,8.0,5.5,0.240882861491871,increasing,0.12652812050763912,0.05,6.028312163512968
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_5.7min,relaxed,8.0,5.7,0.142472344330544,stable,-0.18999103110243867,0.05,6.186047190431931
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_6min,relaxed,8.0,6.0,0.0923913819143699,decreasing,-0.9699503782521159,0.05,6.422649730810374
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_6.2min,relaxed,8.0,6.2,0.0370243335535907,decreasing,-1.8112584263475282,0.05,6.580384757729337
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8max_6.5min,relaxed,8.0,6.5,,,,0.01925,6.81698729810778
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4min,relaxed,8.4,4.0,0.242155023898158,increasing,0.07691927769976437,0.05,4.929829407782823
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.1min,relaxed,8.4,4.1,0.24361201789870102,increasing,0.14169932410496994,0.05,5.008696921242304
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.2min,relaxed,8.4,4.2,0.241046142670989,increasing,0.09474796985288346,0.05,5.087564434701786
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.3min,relaxed,8.4,4.3,0.2429064241338405,increasing,0.07349948093908071,0.05,5.166431948161267
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.4min,relaxed,8.4,4.4,0.244562633326472,increasing,0.1726686940555365,0.05,5.245299461620749
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.5min,relaxed,8.4,4.5,0.241642027848845,increasing,0.12972035891005487,0.05,5.32416697508023
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.6min,relaxed,8.4,4.6,0.24284713478702952,increasing,0.1591111921945615,0.05,5.403034488539711
CPC_all_02_23_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_144x144__8.4max_4.7min,relaxed,8.4,4.7,0.242723137925493,increasing,0.11117022867947518,0.05,5.481902001999193
