prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_4min,,8.0,4.0,0.11315588176376508,stable,-0.03882929508492986,0.05,4.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_4.2min,,8.0,4.2,0.11033407513102812,stable,-0.04925282776210168,0.05,5.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_4.4min,,8.0,4.4,0.10764190824464853,stable,-0.06128785829410909,0.05,5.160769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_4.6min,,8.0,4.6,0.10435334425522863,stable,-0.080394086345206,0.05,5.318504542377636
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_4.8min,,8.0,4.8,0.10001282217799057,stable,-0.10586927774838592,0.05,5.476239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5min,,8.0,5.0,0.09507575121228982,stable,-0.15454844655010583,0.05,5.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.2min,,8.0,5.2,0.08864103401122184,stable,-0.18771781937380605,0.05,5.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.4min,,8.0,5.4,0.07932744564286501,stable,-0.28201138297997985,0.05,5.949444650053487
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.6min,,8.0,5.6,0.053606604308020875,stable,-0.9396484357385634,0.05,6.107179676972449
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.8min,,8.0,5.8,0.0511000182781529,stable,-0.22659053225419679,0.05,6.264914703891412
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_6min,,8.0,6.0,,,,0.026,6.422649730810374
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_4min,,9.0,4.0,0.10213603076095412,stable,-0.056433809067805145,0.05,5.0566243270259355
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_4.2min,,9.0,4.2,0.09900336930373092,stable,-0.08079617624058466,0.05,5.214359353944898
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_4.4min,,9.0,4.4,0.09579405322451438,stable,-0.10025825720758452,0.05,5.372094380863861
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_4.6min,,9.0,4.6,0.09200394676213229,stable,-0.12013360550080819,0.05,5.529829407782823
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_4.8min,,9.0,4.8,0.08753872394708312,stable,-0.16111680995288746,0.05,5.687564434701786
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5min,,9.0,5.0,0.08173528773066659,stable,-0.21354528475358578,0.05,5.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.2min,,9.0,5.2,0.07456302402210263,stable,-0.27640363671579743,0.05,6.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.4min,,9.0,5.4,0.064205345893957,stable,-0.38556324569513484,0.05,6.160769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.6min,,9.0,5.6,0.054244016494891606,stable,-0.04830508547965057,0.05,6.318504542377636
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.8min,,9.0,5.8,0.026682706918671598,decreasing,-0.500849552503376,0.05,6.476239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_6min,,9.0,6.0,,,,0.01825,6.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_4min,,10.0,4.0,0.0934084764145195,stable,-0.08999798093020704,0.05,5.267949192431123
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_4.2min,,10.0,4.2,0.09011371698701486,stable,-0.10731807577061206,0.05,5.425684219350085
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_4.4min,,10.0,4.4,0.08685633458524335,stable,-0.13447564679795226,0.05,5.583419246269048
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_4.6min,,10.0,4.6,0.08271335506035281,stable,-0.17142862103366147,0.05,5.741154273188011
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_4.8min,,10.0,4.8,0.0776304425153119,stable,-0.19509982524147998,0.05,5.898889300106973
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5min,,10.0,5.0,0.07178405119846926,stable,-0.2757488324752219,0.05,6.0566243270259355
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.2min,,10.0,5.2,0.06344783777281675,stable,-0.35301810454345756,0.05,6.214359353944898
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.4min,,10.0,5.4,0.0506106404296576,stable,-0.0916304490985666,0.05,6.372094380863861
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.6min,,10.0,5.6,0.0421647437458984,stable,-0.1368049972092807,0.05,6.529829407782823
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.8min,,10.0,5.8,,,,0.0325,6.687564434701786
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_6min,,10.0,6.0,,,,0.014,6.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4min,,11.0,4.0,0.08580589700475091,stable,-0.119684285423992,0.05,5.47927405783631
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4.2min,,11.0,4.2,0.08304803144522872,stable,-0.14075604391947943,0.05,5.637009084755273
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4.4min,,11.0,4.4,0.07908902109406417,stable,-0.1769660699934077,0.05,5.794744111674236
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4.6min,,11.0,4.6,0.07513979080325478,stable,-0.20500519412398677,0.05,5.952479138593198
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4.8min,,11.0,4.8,0.06970275891343063,stable,-0.26913690336760165,0.05,6.11021416551216
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_5min,,11.0,5.0,0.06281012078230891,stable,-0.3345194249356551,0.05,6.267949192431123
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_5.2min,,11.0,5.2,0.036428056956155294,stable,-0.5637444746392942,0.05,6.425684219350085
