prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_5.2min,,8.0,5.2,0.037714347051282786,increasing,0.02200995535585909,0.05,5.791709623134524
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_5.5min,,8.0,5.5,0.04879234861294218,increasing,0.03151862113852341,0.05,6.028312163512968
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_5.7min,,8.0,5.7,0.0351082617792791,increasing,0.022524252458604187,0.05,6.186047190431931
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_6min,,8.0,6.0,0.032933238502011616,increasing,0.00759142625217546,0.05,6.422649730810374
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_6.2min,,8.0,6.2,,,,,6.580384757729337
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_6.5min,,8.0,6.5,0.0429735060599697,increasing,0.0179006197314781,0.05,6.81698729810778
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8max_7min,,8.0,7.0,,,,,7.211324865405187
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_5.2min,,8.4,5.2,0.048891554163118994,increasing,0.04773444439253515,0.05,5.876239569296599
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_5.5min,,8.4,5.5,0.039248950490564045,increasing,0.05437744899076699,0.05,6.112842109675043
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_5.7min,,8.4,5.7,0.03161086223675153,increasing,0.05666447947756768,0.05,6.270577136594006
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_6min,,8.4,6.0,0.03319297397240156,increasing,0.0037752472887966695,0.05,6.5071796769724495
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_6.2min,,8.4,6.2,0.031652822751385166,increasing,0.004420412626273071,0.05,6.664914703891412
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_6.5min,,8.4,6.5,,,,,6.901517244269856
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.4max_7min,,8.4,7.0,0.04703989277617018,increasing,0.03210676131506648,0.05,7.295854811567262
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.8max_5.2min,,8.8,5.2,,,,,5.960769515458674
CPC_all_03_30_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_KT_Bar_pull_simplified_17_144x144__8.8max_5.5min,,8.8,5.5,0.04446212357683085,increasing,0.13754271749119837,0.05,6.197372055837118
