prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_4min,,8.0,4.0,0.17083661469566627,increasing,-0.04575262721067236,0.05,4.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_4.2min,,8.0,4.2,0.17203547559679702,increasing,0.012679494439152802,0.05,5.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_4.4min,,8.0,4.4,0.06543125186006644,concave_down,-0.12878721419727607,0.05,5.160769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_4.6min,,8.0,4.6,0.10062874477434001,concave_up,-0.13149721385454533,0.05,5.318504542377636
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_4.8min,,8.0,4.8,0.09628638023420527,concave_up,-0.15174262039887285,0.05,5.476239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_5min,,8.0,5.0,0.09141710947452403,concave_up,-0.18670920561879178,0.05,5.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_5.2min,,8.0,5.2,0.084958254053093,concave_up,-0.23565617683979878,0.05,5.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_5.4min,,8.0,5.4,0.07608140221274848,concave_up,-0.3325494433405237,0.05,5.949444650053487
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_5.6min,,8.0,5.6,0.07657049776796945,concave_down,-1.3796389689897743,0.05,6.107179676972449
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_Scale_y_scan_0.1_17_144x144__8max_5.8min,,8.0,5.8,0.0439209877715262,concave_down,-1.0002264556395999,0.05,6.264914703891412
