prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_5.2min,,8.0,5.2,0.084958254053093,concave_up,-0.23565617683979878,0.05,5.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_5.5min,,8.0,5.5,0.06987618179821009,concave_up,-0.3942031035782348,0.05,6.028312163512968
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_5.7min,,8.0,5.7,0.0623912447757481,concave_down,-1.2456128903297943,0.05,6.186047190431931
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_6min,,8.0,6.0,,,,0.01125,6.422649730810374
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_6.2min,,8.0,6.2,,,,0.006,6.580384757729337
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_6.5min,,8.0,6.5,,,,0.00425,6.81698729810778
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8max_7min,,8.0,7.0,0.052311468501070914,increasing,0.031298272824491914,0.05,7.211324865405187
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_5.2min,,8.4,5.2,0.0787289304885956,concave_up,-0.2755896239734764,0.05,5.876239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_5.5min,,8.4,5.5,0.10311942991324499,concave_down,-0.3310706501733168,0.05,6.112842109675043
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_5.7min,,8.4,5.7,0.0545434293279581,concave_down,-0.6189508221745577,0.05,6.270577136594006
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_6min,,8.4,6.0,,,,0.00925,6.5071796769724495
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_6.2min,,8.4,6.2,,,,,6.664914703891412
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_6.5min,,8.4,6.5,,,,,6.901517244269856
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.4max_7min,,8.4,7.0,,,,0.00425,7.295854811567262
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_5.2min,,8.8,5.2,0.07213441267935088,concave_up,-0.32800620938833336,0.05,5.960769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_5.5min,,8.8,5.5,0.0701068827530231,concave_down,-1.683609327226923,0.05,6.197372055837118
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_5.7min,,8.8,5.7,0.0466886053618035,concave_down,-0.42625380247181865,0.05,6.3551070827560805
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_6min,,8.8,6.0,,,,0.00775,6.591709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_6.2min,,8.8,6.2,,,,0.0045,6.749444650053487
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_6.5min,,8.8,6.5,,,,,6.986047190431931
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__8.8max_7min,,8.8,7.0,,,,,7.380384757729337
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_5.2min,,9.0,5.2,0.06836959425754148,concave_up,-0.370690255828455,0.05,6.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_5.5min,,9.0,5.5,0.0646989974317778,concave_down,-1.9199019927383907,0.05,6.239637028918155
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_5.7min,,9.0,5.7,0.04266325907601725,concave_down,-0.4425424230881134,0.05,6.397372055837118
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_6min,,9.0,6.0,,,,0.00725,6.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_6.2min,,9.0,6.2,,,,0.00425,6.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_6.5min,,9.0,6.5,,,,,7.028312163512968
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_scan_y_0.1_17_144x144__9max_7min,,9.0,7.0,,,,,7.422649730810374
