prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_4min,relaxed,10.0,4.0,0.173870019455464,increasing,0.42950457869957503,0.05,5.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_4.5min,relaxed,10.0,4.5,0.158178832842605,increasing,0.20790157373529708,0.05,5.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_5min,relaxed,10.0,5.0,0.138461184764941,concave_up,-0.06999554995375858,0.05,6.0566243270259355
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_5.5min,relaxed,10.0,5.5,0.106168658736577,concave_up,-0.5681547961358607,0.05,6.450961894323342
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_6min,relaxed,10.0,6.0,0.049319015928552,concave_down,-1.541988598773821,0.05,6.8452994616207485
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_6.5min,relaxed,10.0,6.5,,,,0.0235,7.239637028918155
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__10max_7min,relaxed,10.0,7.0,,,,0.012,7.633974596215562
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_4min,relaxed,11.0,4.0,0.158442913625137,increasing,0.36373298985514324,0.05,5.47927405783631
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_4.5min,relaxed,11.0,4.5,0.143559541189917,increasing,0.16405680076360285,0.05,5.873611625133716
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_5min,relaxed,11.0,5.0,0.124857616585431,concave_down,-0.10742129182341774,0.05,6.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_5.5min,relaxed,11.0,5.5,0.0948959126968882,concave_up,-0.5623307046644016,0.05,6.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_6min,relaxed,11.0,6.0,0.0432985474185461,concave_down,-1.425727748420281,0.05,7.0566243270259355
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_6.5min,relaxed,11.0,6.5,,,,0.02375,7.450961894323342
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__11max_7min,relaxed,11.0,7.0,,,,0.012,7.8452994616207485
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_4min,relaxed,12.0,4.0,0.145626972221577,increasing,0.33219575468217016,0.05,5.690598923241497
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_4.5min,relaxed,12.0,4.5,0.131423965588601,increasing,0.12678624682673695,0.05,6.084936490538904
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_5min,relaxed,12.0,5.0,0.113767530702903,concave_down,-0.13551817401521613,0.05,6.47927405783631
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_5.5min,relaxed,12.0,5.5,0.0863950498942305,concave_up,-0.572814646697761,0.05,6.873611625133716
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_6min,relaxed,12.0,6.0,0.0375176966265384,concave_down,-1.3590969162455966,0.05,7.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_6.5min,relaxed,12.0,6.5,,,,0.02375,7.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__12max_7min,relaxed,12.0,7.0,,,,0.012,8.056624327025936
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_4min,relaxed,13.0,4.0,0.135375418605474,increasing,0.2979437317234101,0.05,5.901923788646684
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_4.5min,relaxed,13.0,4.5,0.121447253734203,increasing,0.09705707863240025,0.05,6.2962613559440905
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_5min,relaxed,13.0,5.0,0.104446927210348,concave_down,-0.1553833315092835,0.05,6.690598923241497
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_5.5min,relaxed,13.0,5.5,0.07852224346959,concave_up,-0.5576188195919485,0.05,7.084936490538904
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_6min,relaxed,13.0,6.0,0.0304422359585289,concave_down,-1.3437122758183138,0.05,7.47927405783631
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_6.5min,relaxed,13.0,6.5,,,,0.0235,7.873611625133716
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__13max_7min,relaxed,13.0,7.0,,,,0.012,8.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__14max_4min,relaxed,14.0,4.0,0.126441731852452,increasing,0.26818492295228274,0.05,6.113248654051871
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__14max_4.5min,relaxed,14.0,4.5,0.113034678885375,increasing,0.07373597946579463,0.05,6.507586221349278
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__14max_5min,relaxed,14.0,5.0,0.0964245227131543,concave_up,-0.1934707208045106,0.05,6.901923788646684
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__14max_5.5min,relaxed,14.0,5.5,0.0721019410956081,concave_down,-0.5657909839028737,0.05,7.2962613559440905
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_100_136x136__14max_6min,relaxed,14.0,6.0,0.0196609729066295,concave_down,-1.369440386939074,0.05,7.690598923241497
