prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4min,tensed,6.0,4.0,0.2472836689906595,increasing,0.39991391783938235,0.05,4.422649730810374
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.1min,tensed,6.0,4.1,0.2476075858941155,increasing,0.602682022375933,0.05,4.501517244269856
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.2min,tensed,6.0,4.2,0.24793381013354748,increasing,0.5644549575635068,0.05,4.580384757729337
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.3min,tensed,6.0,4.3,0.2482786317929635,increasing,0.5446054129970243,0.05,4.659252271188818
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.4min,tensed,6.0,4.4,0.246041993417896,increasing,0.691539567957385,0.05,4.738119784648299
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.5min,tensed,6.0,4.5,0.246725889924777,increasing,0.5726839788633422,0.05,4.81698729810778
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.6min,tensed,6.0,4.6,0.2473973647184555,increasing,0.7137977224993477,0.05,4.895854811567261
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.7min,tensed,6.0,4.7,0.248150493989665,increasing,0.879899151181271,0.05,4.974722325026743
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.8min,tensed,6.0,4.8,0.246744547033922,increasing,0.8628833106281009,0.05,5.053589838486224
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__6max_4.9min,tensed,6.0,4.9,0.1348287474319077,increasing,0.009997698628863329,0.05,5.132457351945706
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__7max_4min,tensed,7.0,4.0,0.247755560322,increasing,1.4700904560219652,0.05,4.633974596215562
CPC_all_02_23_26_metacentric_tensed_MCF10A_chr19_PMP1_100_144x144__7max_4.1min,tensed,7.0,4.1,0.247917804283877,increasing,1.2646374745386364,0.05,4.712842109675043
