prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_5.2min,,8.0,5.2,0.0887565102838172,decreasing,-0.22805648717675459,0.05,5.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_5.5min,,8.0,5.5,0.07501911867069143,decreasing,-0.3652904228949317,0.05,6.028312163512968
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_5.7min,,8.0,5.7,0.04618427116477013,decreasing,-0.9206265426483417,0.05,6.186047190431931
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_6min,,8.0,6.0,,,,0.02475,6.422649730810374
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_6.2min,,8.0,6.2,,,,0.0125,6.580384757729337
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_6.5min,,8.0,6.5,0.024523758540429978,increasing,0.10215917033620112,0.05,6.81698729810778
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8max_7min,,8.0,7.0,0.06740828426481878,increasing,0.03788295346598426,0.05,7.211324865405187
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_5.2min,,8.4,5.2,0.08269832789799737,decreasing,-0.25257355264037457,0.05,5.876239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_5.5min,,8.4,5.5,0.06781666755242359,decreasing,-0.41346977244739486,0.05,6.112842109675043
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_5.7min,,8.4,5.7,0.03742351242647723,decreasing,-0.6480711508608392,0.05,6.270577136594006
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_6min,,8.4,6.0,,,,0.02,6.5071796769724495
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_6.2min,,8.4,6.2,,,,,6.664914703891412
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_6.5min,,8.4,6.5,,,,0.0055,6.901517244269856
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.4max_7min,,8.4,7.0,0.032531375277337966,increasing,0.14679321743312815,0.05,7.295854811567262
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_5.2min,,8.8,5.2,0.07722421761588286,decreasing,-0.28896054556673123,0.05,5.960769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_5.5min,,8.8,5.5,0.050288662891709676,decreasing,-1.038449784707416,0.05,6.197372055837118
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_5.7min,,8.8,5.7,0.0380779837045547,increasing,0.014416827606897917,0.05,6.3551070827560805
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_6min,,8.8,6.0,,,,0.017,6.591709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_6.2min,,8.8,6.2,,,,0.00825,6.749444650053487
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_6.5min,,8.8,6.5,,,,0.00475,6.986047190431931
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__8.8max_7min,,8.8,7.0,,,,0.0045,7.380384757729337
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_5.2min,,9.0,5.2,0.0747574327844452,decreasing,-0.29506538088201273,0.05,6.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_5.5min,,9.0,5.5,0.0465289822384132,decreasing,-1.0517917976743978,0.05,6.239637028918155
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_5.7min,,9.0,5.7,0.03612867830488655,decreasing,-0.3198623258191725,0.05,6.397372055837118
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_6min,,9.0,6.0,,,,0.01575,6.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_6.2min,,9.0,6.2,,,,0.008,6.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_6.5min,,9.0,6.5,,,,0.0045,7.028312163512968
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__9max_7min,,9.0,7.0,,,,,7.422649730810374
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_5.2min,,10.0,5.2,0.06414426565810483,decreasing,-0.37486590908087164,0.05,6.214359353944898
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_5.5min,,10.0,5.5,0.033279209219016274,decreasing,-0.5249774102758578,0.05,6.450961894323342
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_5.7min,,10.0,5.7,,,,0.0405,6.608696921242305
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_6min,,10.0,6.0,,,,0.01175,6.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_6.2min,,10.0,6.2,,,,0.00675,7.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_6.5min,,10.0,6.5,,,,0.004,7.239637028918155
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__10max_7min,,10.0,7.0,,,,,7.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_5.2min,,11.0,5.2,0.04102923239281052,decreasing,0.0654467065427159,0.05,6.425684219350085
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_5.5min,,11.0,5.5,,,,0.04775,6.662286759728529
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_5.7min,,11.0,5.7,,,,0.02425,6.820021786647492
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_6min,,11.0,6.0,,,,0.009,7.0566243270259355
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_6.2min,,11.0,6.2,,,,0.00575,7.214359353944898
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_6.5min,,11.0,6.5,,,,0.0035,7.450961894323342
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__11max_7min,,11.0,7.0,,,,,7.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_5.2min,,12.0,5.2,0.04127226955747375,increasing,0.36645271808674074,0.05,6.637009084755273
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_5.5min,,12.0,5.5,,,,0.0315,6.873611625133716
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_5.7min,,12.0,5.7,,,,0.01575,7.0313466520526795
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_6min,,12.0,6.0,,,,0.007,7.267949192431123
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_6.2min,,12.0,6.2,,,,0.00475,7.425684219350085
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_6.5min,,12.0,6.5,,,,,7.662286759728529
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__12max_7min,,12.0,7.0,,,,,8.056624327025936
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_17_144x144__13max_5.2min,,13.0,5.2,,,,0.0475,6.84833395016046
