prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_4min,tensed,10.0,4.0,0.199692466092071,stable,-0.9454953266291372,0.05,5.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_4.5min,tensed,10.0,4.5,0.152079564723954,stable,-0.21339785299151245,0.05,5.662286759728529
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_5min,tensed,10.0,5.0,0.129907459936193,stable,0.7322973435589877,0.05,6.0566243270259355
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_5.5min,tensed,10.0,5.5,0.0851055874366041,decreasing,0.4948850783213764,0.05,6.450961894323342
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_6min,tensed,10.0,6.0,,,,0.02275,6.8452994616207485
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_6.5min,tensed,10.0,6.5,,,,0.009,7.239637028918155
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__10max_7min,tensed,10.0,7.0,,,,0.0055,7.633974596215562
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_4min,tensed,11.0,4.0,0.09380389505996854,stable,-0.5483093442225938,0.05,5.47927405783631
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_4.5min,tensed,11.0,4.5,0.07385579540271983,stable,-0.5207301237811736,0.05,5.873611625133716
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_5min,tensed,11.0,5.0,0.120792952953979,stable,0.7977965669069632,0.05,6.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_5.5min,tensed,11.0,5.5,0.040792601929830044,decreasing,-0.2928956690637839,0.05,6.662286759728529
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_6min,tensed,11.0,6.0,,,,0.0205,7.0566243270259355
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_6.5min,tensed,11.0,6.5,,,,0.00825,7.450961894323342
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_25_136x136__11max_7min,tensed,11.0,7.0,,,,0.0045,7.8452994616207485
