prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4min,,6.0,4.0,0.248436019122182,increasing,3.406034243597976,0.05,4.422649730810374
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.1min,,6.0,4.1,0.247646728958035,increasing,3.175651413326058,0.05,4.501517244269856
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.2min,,6.0,4.2,0.248058502632457,increasing,2.8906718454025944,0.05,4.580384757729337
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.3min,,6.0,4.3,0.248098133861436,increasing,2.5431690450916746,0.05,4.659252271188818
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.4min,,6.0,4.4,0.24764651432775248,increasing,1.9173641430662376,0.05,4.738119784648299
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.5min,,6.0,4.5,0.25042554068510603,increasing,1.3690399287570445,0.05,4.81698729810778
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.6min,,6.0,4.6,0.148797518438893,decreasing,-2.509148121371707,0.05,4.895854811567261
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.7min,,6.0,4.7,0.04570721084397365,decreasing,-1.703144837897352,0.05,4.974722325026743
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.8min,,6.0,4.8,,,,0.02825,5.053589838486224
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__6max_4.9min,,6.0,4.9,,,,0.01275,5.132457351945706
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4min,,7.0,4.0,0.1349414906331815,decreasing,-0.09992258359014292,0.05,4.633974596215562
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.1min,,7.0,4.1,0.1307481237402185,decreasing,-0.1280856873539545,0.05,4.712842109675043
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.2min,,7.0,4.2,0.1253941601526815,decreasing,-0.2209020053671507,0.05,4.791709623134524
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.3min,,7.0,4.3,0.1202109738643865,decreasing,-0.2706001420456533,0.05,4.870577136594005
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.4min,,7.0,4.4,0.1126590257625945,decreasing,-0.3939950026702439,0.05,4.949444650053487
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.5min,,7.0,4.5,0.06149008271177135,decreasing,-1.7992113222794492,0.05,5.028312163512968
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.6min,,7.0,4.6,0.0455283185168594,decreasing,-0.8108533717596218,0.05,5.107179676972449
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.7min,,7.0,4.7,,,,0.03775,5.186047190431931
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.8min,,7.0,4.8,,,,0.017,5.264914703891412
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7max_4.9min,,7.0,4.9,,,,0.00875,5.343782217350893
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4min,,7.5,4.0,0.1281858654428375,decreasing,-0.16182673005202353,0.05,4.739637028918155
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.1min,,7.5,4.1,0.123135893384936,decreasing,-0.21602478371161804,0.05,4.818504542377636
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.2min,,7.5,4.2,0.1185227289181635,decreasing,-0.2662281900881459,0.05,4.897372055837118
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.3min,,7.5,4.3,0.1122224787032685,decreasing,-0.3816430568784086,0.05,4.976239569296599
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.4min,,7.5,4.4,0.061216041710242794,decreasing,-2.3004759497500915,0.05,5.055107082756081
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.5min,,7.5,4.5,0.052139527840129346,decreasing,-0.6240120854429977,0.05,5.133974596215562
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.6min,,7.5,4.6,0.03241677551421865,decreasing,-0.7412616612843006,0.05,5.212842109675043
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.7min,,7.5,4.7,,,,0.028,5.291709623134524
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.8min,,7.5,4.8,,,,0.0135,5.370577136594005
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__7.5max_4.9min,,7.5,4.9,,,,0.0075,5.449444650053487
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4min,,8.0,4.0,0.1212348871175375,decreasing,-0.21323831197508425,0.05,4.8452994616207485
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.1min,,8.0,4.1,0.11789275188152651,decreasing,-0.28567336840350527,0.05,4.9241669750802295
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.2min,,8.0,4.2,0.11208817674677751,decreasing,-0.3585323057501447,0.05,5.003034488539711
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.3min,,8.0,4.3,0.06299014383283791,decreasing,-2.2638271909343732,0.05,5.081902001999192
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.4min,,8.0,4.4,0.055154147441963,decreasing,-1.175664864266703,0.05,5.160769515458674
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.5min,,8.0,4.5,0.04287610876382335,decreasing,-0.37667263046904986,0.05,5.239637028918155
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.6min,,8.0,4.6,,,,0.04375,5.318504542377636
CPC_all_01_20_26_metacentric_transition_MCF10A_chr19_PMP1_17_144x144__8max_4.7min,,8.0,4.7,,,,0.02125,5.397372055837118
