prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_4min,relaxed,10.0,4.0,0.196500373360457,stable,-0.8055027785251057,0.05,5.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_4.5min,relaxed,10.0,4.5,0.16973922917869,stable,-0.27992654443919707,0.05,5.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_5min,relaxed,10.0,5.0,0.143958188701233,stable,-0.37306195518977514,0.05,6.0566243270259355
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_5.5min,relaxed,10.0,5.5,0.111557885826478,decreasing,-0.792491159860221,0.05,6.450961894323342
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_6min,relaxed,10.0,6.0,0.0612817968847998,decreasing,-1.6092448383706273,0.05,6.8452994616207485
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_6.5min,relaxed,10.0,6.5,,,,0.03075,7.239637028918155
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__10max_7min,relaxed,10.0,7.0,,,,0.01675,7.633974596215562
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_4min,relaxed,11.0,4.0,0.178185675574305,stable,-0.5012499543112046,0.05,5.47927405783631
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_4.5min,relaxed,11.0,4.5,0.154594769493943,stable,-0.22334094743975583,0.05,5.873611625133716
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_5min,relaxed,11.0,5.0,0.13080865193117,stable,-0.3353411591566374,0.05,6.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_5.5min,relaxed,11.0,5.5,0.100957393476689,decreasing,-0.7194031907163748,0.05,6.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_6min,relaxed,11.0,6.0,0.0560651765495351,decreasing,-1.4287483334723907,0.05,7.0566243270259355
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_6.5min,relaxed,11.0,6.5,,,,0.0315,7.450961894323342
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__11max_7min,relaxed,11.0,7.0,,,,0.017,7.8452994616207485
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_4min,relaxed,12.0,4.0,0.162721278055417,stable,-0.31355557304972326,0.05,5.690598923241497
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_4.5min,relaxed,12.0,4.5,0.141485334988566,stable,-0.17569779427161314,0.05,6.084936490538904
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_5min,relaxed,12.0,5.0,0.120274587771681,decreasing,-0.30618379277099594,0.05,6.47927405783631
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_5.5min,relaxed,12.0,5.5,0.0924769788083957,decreasing,-0.6606627195695016,0.05,6.873611625133716
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_6min,relaxed,12.0,6.0,0.0511950996535033,decreasing,-1.3063598397607663,0.05,7.267949192431123
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_6.5min,relaxed,12.0,6.5,,,,0.03175,7.662286759728529
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__12max_7min,relaxed,12.0,7.0,,,,0.0175,8.056624327025936
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__13max_4min,relaxed,13.0,4.0,0.149356105364329,stable,-0.17973834872083136,0.05,5.901923788646684
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__13max_4.5min,relaxed,13.0,4.5,0.130948722096561,stable,-0.13534684434445296,0.05,6.2962613559440905
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__13max_5min,relaxed,13.0,5.0,0.111229390037242,decreasing,-0.278371016284115,0.05,6.690598923241497
CPC_all_06_13_26_metacentric_relaxed_MCF10A_chr19_PMP1_27_136x136__13max_5.5min,relaxed,13.0,5.5,0.0853024452955243,decreasing,-0.6134247552544113,0.05,7.084936490538904
