prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_4min,tensed,10.0,4.0,0.1142232881353625,increasing,0.6117361563664264,0.05,5.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_4.5min,tensed,10.0,4.5,0.09998342692501244,increasing,0.21777241662356459,0.05,5.662286759728529
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_5min,tensed,10.0,5.0,0.0805913958725417,decreasing,-0.035494079430943695,0.05,6.0566243270259355
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_5.5min,tensed,10.0,5.5,0.0428645275767042,decreasing,-0.5863457505068776,0.05,6.450961894323342
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_6min,tensed,10.0,6.0,,,,0.0155,6.8452994616207485
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_6.5min,tensed,10.0,6.5,,,,0.00625,7.239637028918155
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__10max_7min,tensed,10.0,7.0,,,,0.004,7.633974596215562
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_4min,tensed,11.0,4.0,0.103333212285824,increasing,0.4912322067509756,0.05,5.47927405783631
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_4.5min,tensed,11.0,4.5,0.08956853209461905,increasing,0.18610211879014277,0.05,5.873611625133716
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_5min,tensed,11.0,5.0,0.07063241090809236,decreasing,-0.06195976254421695,0.05,6.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_5.5min,tensed,11.0,5.5,0.03025496702809245,decreasing,-0.6735883925509228,0.05,6.662286759728529
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_6min,tensed,11.0,6.0,,,,0.014,7.0566243270259355
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_6.5min,tensed,11.0,6.5,,,,0.006,7.450961894323342
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__11max_7min,tensed,11.0,7.0,,,,,7.8452994616207485
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_4min,tensed,12.0,4.0,0.0943854460906027,increasing,0.3190848070781554,0.05,5.690598923241497
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_4.5min,tensed,12.0,4.5,0.08092026044360015,increasing,0.1555886747694312,0.05,6.084936490538904
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_5min,tensed,12.0,5.0,0.0622955860016517,decreasing,-0.09336872791450815,0.05,6.47927405783631
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_5.5min,tensed,12.0,5.5,,,,0.045,6.873611625133716
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_6min,tensed,12.0,6.0,,,,0.01275,7.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_6.5min,tensed,12.0,6.5,,,,0.00575,7.662286759728529
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__12max_7min,tensed,12.0,7.0,,,,,8.056624327025936
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_4min,tensed,13.0,4.0,0.08687293831173665,increasing,0.29320812840881794,0.05,5.901923788646684
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_4.5min,tensed,13.0,4.5,0.07367198271929334,increasing,0.1298097712620827,0.05,6.2962613559440905
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_5min,tensed,13.0,5.0,0.054857027533449954,decreasing,-0.1311427303606707,0.05,6.690598923241497
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_5.5min,tensed,13.0,5.5,,,,0.03575,7.084936490538904
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_6min,tensed,13.0,6.0,,,,0.01125,7.47927405783631
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_6.5min,tensed,13.0,6.5,,,,0.00525,7.873611625133716
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__13max_7min,tensed,13.0,7.0,,,,,8.267949192431123
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_4min,tensed,14.0,4.0,0.08045459268014196,increasing,0.271692029434645,0.05,6.113248654051871
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_4.5min,tensed,14.0,4.5,0.06724564322381829,increasing,0.1050501117643633,0.05,6.507586221349278
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_5min,tensed,14.0,5.0,0.0477743282642389,decreasing,-0.18000484277240725,0.05,6.901923788646684
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_5.5min,tensed,14.0,5.5,,,,0.029,7.2962613559440905
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_6min,tensed,14.0,6.0,,,,0.01,7.690598923241497
CPC_all_06_13_26_metacentric_transition_tensed_MCF10A_chr19_PMP1_t_0_100_136x136__14max_6.5min,tensed,14.0,6.5,,,,0.00475,8.084936490538905
