prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_4min,,8.0,4.0,0.11204233850798835,increasing,-0.5434322284140648,0.05,4.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_4.2min,,8.0,4.2,0.11011269836393615,increasing,0.518428295463131,0.05,5.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_4.4min,,8.0,4.4,0.10756606970650101,increasing,1.0275872118434155,0.05,5.160769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_4.6min,,8.0,4.6,0.10408861128776009,increasing,0.6755524795559543,0.05,5.318504542377636
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_4.8min,,8.0,4.8,0.09900621325732578,concave_down,-0.05031617923412049,0.05,5.476239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_5min,,8.0,5.0,0.09333058956453942,concave_up,-0.08747487016569037,0.05,5.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_5.2min,,8.0,5.2,0.08651837677047343,concave_up,-0.1252087554470506,0.05,5.791709623134524
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_5.4min,,8.0,5.4,0.0752143759659812,concave_down,-0.22756022273295567,0.05,5.949444650053487
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_5.6min,,8.0,5.6,0.05376560432686678,concave_up,-0.4843521569173296,0.05,6.107179676972449
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_5.8min,,8.0,5.8,0.057479477081525704,concave_up,-0.30586088743064,0.05,6.264914703891412
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_20s_17_144x144__8max_6min,,8.0,6.0,,,,0.03075,6.422649730810374
