prefix,state,max,min,final_radius,trend,slope,last_time,spinodal_point
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.6min,,8.0,5.6,0.05360660432957565,concave_up,-0.939648435421972,0.05,6.107179676972449
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_5.8min,,8.0,5.8,0.05110001824826205,concave_up,-0.22659053256764364,0.05,6.264914703891412
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__8max_6min,,8.0,6.0,,,,0.026,6.422649730810374
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.2min,,9.0,5.2,0.07456302402264404,concave_down,-0.27640363671575674,0.05,6.003034488539711
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.4min,,9.0,5.4,0.06420534589434558,concave_up,-0.3855632456932986,0.05,6.160769515458674
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.6min,,9.0,5.6,0.054244016496932154,concave_down,-0.04830508547462577,0.05,6.318504542377636
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_5.8min,,9.0,5.8,0.0266827069027891,concave_down,-0.5008495527491399,0.05,6.476239569296599
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__9max_6min,,9.0,6.0,,,,0.01825,6.633974596215562
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5min,,10.0,5.0,0.07178405119842365,concave_down,-0.2757488324750833,0.05,6.0566243270259355
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.2min,,10.0,5.2,0.0634478377729129,concave_down,-0.35301810454250926,0.05,6.214359353944898
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.4min,,10.0,5.4,0.050610640429656295,concave_down,-0.09163044910250394,0.05,6.372094380863861
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.6min,,10.0,5.6,0.0421647437463199,concave_down,-0.1368049971973488,0.05,6.529829407782823
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_5.8min,,10.0,5.8,,,,0.0325,6.687564434701786
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__10max_6min,,10.0,6.0,,,,0.014,6.8452994616207485
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_4.8min,,11.0,4.8,0.06970275891340902,concave_down,-0.26913690336781076,0.05,6.11021416551216
CPC_all_03_21_26_metacentric_transition_MCF10A_chr19_PMP1_Gaussian_X_and_Y_t_transition_60s_17_144x144__11max_5min,,11.0,5.0,0.06281012078231477,concave_down,-0.3345194249355976,0.05,6.267949192431123
