"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi"
0,3.55350775401979,0,0,0,0,2.36900516934652,0,0,0,0
1,0.0103476636755033,0.210446804906044,3.236847847452,8.97129161042136e-09,0.00891917851241198,0.00695400138373788,0.141408166916836,2.17531822822959,6.02867073088072e-09,0.00599132927631239
2,0.00994732567087388,0.281553458692481,3.13330017947375,3.61689516591799e-06,0.00367368641466844,0.00673858241485439,0.190674801809802,2.12271360692695,2.44997904358202e-06,0.00248541563104024
3,0.00950439092622329,0.338888813129002,3.0184809055549,6.03989168695132e-05,0.00301476986178654,0.00648970637826986,0.231294830003095,2.06133826958288,4.12391732719858e-05,0.00205475484744829
4,0.00905094350381412,0.386658550790776,2.89454834942983,0.000326116843641145,0.002731825408027,0.00622884509529935,0.265955920274428,1.99252675684606,0.00022444853567179,0.00187578172540928
5,0.00861114248317519,0.426076457509348,2.76679428781197,0.00101598552627578,0.00257385695649385,0.00597261774706488,0.295358687468631,1.9198030287761,0.000704868758283842,0.00178048213925727
6,0.00820422660971434,0.458236418941814,2.64099731395443,0.00230929700435042,0.00247190187239637,0.00573465431703392,0.320140257832991,1.84711933341169,0.00161506708870693,0.00172267097719635
7,0.00784376882452772,0.48421782218988,2.52247092700616,0.00429805497393406,0.00239974520923201,0.00552494058553144,0.340944134737169,1.77820598569918,0.00303024303907937,0.00168478097545095
8,0.00753274756122283,0.505046996410857,2.41489556376851,0.00698462256191128,0.00234544066332889,0.00534620656221644,0.358393157515273,1.71573943256971,0.00496403746555849,0.00165880142474247
9,0.00726823401559333,0.521637541620142,2.31986954849345,0.0103025951727576,0.00230274464969992,0.00519703596152643,0.373047719731517,1.66098960669374,0.00738078869241469,0.00164053927525755
10,0.00704522032245359,0.534772620331179,2.23748346671503,0.0141418358186448,0.00226806228037454,0.00507448438278863,0.385392459684065,1.61418567208861,0.0102115052133948,0.00162757468626183
11,0.00685816545668304,0.545109075264623,2.1669546026232,0.0183697583503497,0.00223917472060993,0.00497514841452149,0.395837543976527,1.57493825161117,0.0133680412516432,0.00161841013728721
12,0.00670171259561852,0.553190071140012,2.10708016623296,0.022847455048137,0.00221463802566383,0.00489567095187309,0.404725564938977,1.5425462749486,0.0167543142391043,0.00161206876601227
13,0.00657100273432293,0.559460603401855,2.05651927746602,0.0274412460257127,0.00219347210630456,0.0048329700230878,0.412340364028036,1.51619098310902,0.0202747581903444,0.00160788650756996
14,0.00646178364457442,0.564282756162547,2.01395323563226,0.0320303916419412,0.00217498817098022,0.00478432568226248,0.418915788679301,1.49504841154124,0.0238403469300828,0.00160539666097119
15,0.00637041343158591,0.567949731309445,1.97816649584725,0.036511554922109,0.0021586872292963,0.0047473929689004,0.424643799206645,1.47834811464013,0.0273724339249635,0.00160426180829486
16,0.00629381575405211,0.570698066058313,1.94808058397951,0.040800643128771,0.00214419778251583,0.00472017994133704,0.429681555248361,1.46539954204293,0.0308047383682897,0.00160423184106189
