"Time","pH2A","pH2A_SGO1","pH2A_SGO1_CPCa"
0,0,0,0
1,18.6520180645684,22.1447733549283,1.02060933776631
2,37.3349451758638,21.4063407180834,1.28057598057125
3,48.8476955305445,20.7696286599549,1.4766021010332
4,55.4675475010915,20.2950228950629,1.62768278265092
5,59.1049029458476,19.8508109864926,1.73611867954703
6,61.0481313773411,19.376687524398,1.80555988090327
7,62.0464332199586,18.8637700135936,1.84262756134053
8,62.5092483047056,18.32391950571,1.85477734325023
9,62.6600551616098,17.7736016288748,1.84866057675094
10,62.6239273679704,17.2274838309341,1.82968594613018
11,62.4733360012617,16.6966819024997,1.80205316252713
12,62.2518339151561,16.1888141646482,1.76893206534478
13,61.9865036845266,15.7086111540593,1.73266677174754
14,61.6946799517531,15.2586022956952,1.69495960767021
15,61.3877133811494,14.8397160461175,1.65702332908898
16,61.0731590014647,14.4517602113194,1.6197019233751
17,60.7560961833871,14.0937877783094,1.58356416611458
18,60.4399544618493,13.7643682703749,1.54897533988261
19,60.127045616233,13.4617849290033,1.51615170834264
20,59.8189147382113,13.1841759764808,1.48520165043992
21,59.5165770845182,12.9296343021472,1.45615671031184
22,59.2206781216968,12.6962713443243,1.42899443117157
23,58.9316059932236,12.4822679701708,1.40365607048679
24,58.6495676139231,12.2858987431328,1.38005903245315
25,58.3746426110969,12.1055492315778,1.35810629500153
26,58.1068210139127,11.9397238467053,1.33769319635876
27,57.8460298500462,11.7870478310678,1.31871230081936
28,57.5921520206658,11.6462650653166,1.30105681005703
29,57.3450398016669,11.5162333132397,1.28462290374397
30,57.104524581681,11.3959178322712,1.26931128386389
31,56.8704239467333,11.2843840064551,1.25502812690592
32,56.6425468875286,11.1807896345089,1.24168561407517
33,56.4206976465849,11.0843771039974,1.22920214784781
34,56.2046786253933,10.9944658356763,1.21750235986628
35,55.9942925267739,10.9104449471181,1.20651695458375
36,55.7893439965935,10.8317664771946,1.19618246577064
37,55.5896408652022,10.7579390775874,1.18644094769213
38,55.3949950615647,10.6885221610025,1.17723962401946
39,55.2052232985516,10.6231206202323,1.1685305267053
40,55.0201475542422,10.5613799909434,1.16027012650205
41,54.8395954276332,10.5029821375423,1.15241897697836
42,54.663400346775,10.44764132627,1.14494136583288
43,54.4914016964178,10.3951007428719,1.13780498828048
44,54.3234448771813,10.3451293580755,1.13098063911275
45,54.1593812642109,10.2975191272603,1.12444192367795
46,53.9990681656438,10.2520825120213,1.1181649946445
47,53.8423687073166,10.208650266894,1.11212830765301
48,53.689151712009,10.167069477597,1.10631239919162
49,53.5392915334831,10.1272018025134,1.10069968167316
50,53.3926678904363,10.088921927534,1.09527425942395
