"Time","HASPINa","HASPINi","PLK1a","PLK1i"
0,0,9.98119345228153,1.9370979492806,17.4338815435254
1,9.92073497761252,0.060458474669007,10.3697189496889,9.00126054311712
2,9.9390232905428,0.0421701617387342,14.7299755394844,4.64100395332151
3,9.94382653394954,0.037366918331986,16.5892903759348,2.78168911687099
4,9.94545569125035,0.0357377610311762,17.2885128093067,2.08246668349929
5,9.94609356596093,0.0350998863205977,17.5351857667694,1.83579372603656
6,9.94639231854982,0.0348011337317055,17.6184879865847,1.75249150622135
7,9.94656126337606,0.0346321889054697,17.6444430971492,1.72653639565678
8,9.94667044471246,0.0345230075690655,17.6504353147253,1.72054417808066
9,9.94674611264647,0.0344473396350595,17.6494962703978,1.7214832224082
10,9.94679981883329,0.0343936334482394,17.6461626284808,1.72481686432516
11,9.94683775202988,0.0343557002516464,17.64201729946,1.72896219334605
12,9.9468638687822,0.0343295834993231,17.6376141192392,1.73336537356667
13,9.9468809943848,0.0343124578967243,17.6331468170111,1.7378326757951
14,9.94689125400067,0.0343021982808582,17.628682324513,1.74229716829307
15,9.94689627802545,0.0342971742560738,17.6242426261753,1.74673686663049
16,9.94689732398697,0.0342961282945537,17.6198336995101,1.75114579329581
17,9.94689536142732,0.0342980908542063,17.6154558594716,1.75552363333438
18,9.94689113609674,0.0343023161847835,17.6111075123973,1.75987198040872
19,9.94688521984528,0.0343082324362474,17.6067865399528,1.76419295285305
20,9.94687804958471,0.0343154026968113,17.6024908140628,1.76848867874332
21,9.94686995784581,0.0343234944357176,17.598218384205,1.77276110860064
22,9.94686119672845,0.0343322555530757,17.5939675274838,1.77701196532224
23,9.94685195618876,0.0343414960927686,17.5897367651111,1.78124272769468
24,9.94684237860963,0.0343510736718968,17.5855248374391,1.78545465536687
25,9.94683256990795,0.0343608823735779,17.5813306837055,1.78964880909913
26,9.94682260816571,0.0343708441158136,17.5771534142871,1.79382607851909
27,9.94681255029157,0.0343809019899538,17.5729922882826,1.79798720452377
28,9.94680243717239,0.0343910151091296,17.5688466874362,1.80213280536973
29,9.94679229762992,0.0344011546515971,17.5647160983894,1.80626339441593
30,9.94678215146496,0.0344113008165601,17.5606000932842,1.81037939952145
31,9.94677201178765,0.0344214404938752,17.5564983168575,1.81448117594917
32,9.94676188680104,0.034431565480485,17.5524104717243,1.81856902108259
33,9.94675178115625,0.0344416711252754,17.5483363090464,1.8226431837596
34,9.94674169697955,0.0344517553019691,17.5442756191987,1.82670387360738
35,9.94673163464659,0.0344618176349284,17.5402282246411,1.83075126816459
36,9.94672159336065,0.0344718589208746,17.5361939739504,1.8347855188564
37,9.94671157158199,0.034481880699528,17.532172736588,1.83880675621803
38,9.94670156734279,0.0344918849387303,17.5281643993058,1.84281509350023
39,9.9466915784741,0.0345018738074188,17.5241688628265,1.84681062997916
40,9.94668160276785,0.0345118495136714,17.520186038231,1.85079345457495
41,9.94667163808697,0.0345218141945514,17.5162158459668,1.8547636468396
42,9.94666168244011,0.0345317698414116,17.5122582135079,1.85872127929761
43,9.94665173402714,0.0345417182543853,17.5083130739466,1.86266641885951
44,9.9466417912653,0.0345516610162246,17.5043803647715,1.86659912803402
45,9.94663185279937,0.0345615994821584,17.5004600270313,1.87051946577439
46,9.94662191750146,0.034571534780066,17.4965520049674,1.87442748783692
47,9.94661198446857,0.0345814678129489,17.4926562438091,1.87832324899688
48,9.94660205300198,0.0345913992795412,17.488772692412,1.88220680039392
49,9.94659212260044,0.0346013296810825,17.484901299439,1.88607819336677
50,9.94658219294067,0.0346112593408557,17.481042015202,1.88993747760287
