"Time","pH2A_SGO1_CPCi","SGO1_CPCi"
0,0,0
1,0.141408166916836,0.00599132927631239
2,0.190674801809802,0.00248541563104024
3,0.231294830003095,0.00205475484744829
4,0.265955920274428,0.00187578172540928
5,0.295358687468631,0.00178048213925727
6,0.320140257832991,0.00172267097719635
7,0.340944134737169,0.00168478097545095
8,0.358393157515273,0.00165880142474247
9,0.373047719731517,0.00164053927525755
10,0.385392459684065,0.00162757468626183
11,0.395837543976527,0.00161841013728721
12,0.404725564938977,0.00161206876601227
13,0.412340364028036,0.00160788650756996
14,0.418915788679301,0.00160539666097119
15,0.424643799206645,0.00160426180829486
16,0.429681555248361,0.00160423184106189
17,0.434157448142257,0.00160511710081521
18,0.438176184422373,0.00160677064889783
19,0.441823021562162,0.00160907629223318
20,0.445167263665937,0.00161194038011246
21,0.448265155296394,0.00161528604921012
22,0.451162305494671,0.00161904907912472
23,0.453895581105526,0.00162317511540859
24,0.4564947620001,0.00162761746525848
25,0.458983849150855,0.00163233557119673
26,0.461382144914581,0.00163729387744997
27,0.463705136157197,0.00164246096903923
28,0.465965217573364,0.00164780891844851
29,0.468172281189851,0.00165331278290304
30,0.470334197184908,0.00165895020054795
31,0.472457206002243,0.0016647010905061
32,0.474546237223334,0.00167054737050091
33,0.476605169004546,0.00167647275685161
34,0.478637038453561,0.00168246257918149
35,0.480644212717821,0.00168850362966037
36,0.482628527162771,0.00169458400014368
37,0.484591396995971,0.00170069300083419
38,0.486533907674113,0.00170682101912405
39,0.488456887441361,0.00171295944004523
40,0.490360965700785,0.00171910055588328
41,0.492246619625948,0.00172523747674186
42,0.494114211466285,0.00173136407447246
43,0.495964018069562,0.00173747489642827
44,0.497796254311406,0.00174356512262684
45,0.499611091373977,0.00174963049801411
46,0.501408671070957,0.00175566728019801
47,0.503189116874549,0.0017616721984229
48,0.504952542281143,0.00176764240517528
49,0.506699057134489,0.00177357543866041
50,0.508428772265598,0.00177946918401735
