"Time","SGO1","pH2A_SGO1","pH2A_SGO1_CPCa","SGO1_CPCa"
0,7.06702815181287,0,0,0
1,0.178593096679662,22.1447733549283,1.02060933776631,0.0083245246009005
2,0.0621914747956104,21.4063407180834,1.28057598057125,0.00378671207772633
3,0.0446329016769501,20.7696286599549,1.4766021010332,0.00324951524339745
4,0.0369406702970534,20.2950228950629,1.62768278265092,0.00304835155856871
5,0.0325838781630372,19.8508109864926,1.73611867954703,0.00294211079294242
6,0.0297500589850445,19.376687524398,1.80555988090327,0.00286808498771584
7,0.02774446172055,18.8637700135936,1.84262756134053,0.00280626553526213
8,0.0262441536178322,18.32391950571,1.85477734325023,0.002749985224577
9,0.0250780581419162,17.7736016288748,1.84866057675094,0.00269704008127428
10,0.0241464670925339,17.2274838309341,1.82968594613018,0.00264678535284822
11,0.0233868820134575,16.6966819024997,1.80205316252713,0.00259910886848946
12,0.0227578288004092,16.1888141646482,1.76893206534478,0.00255405024729963
13,0.0222304967310113,15.7086111540593,1.73266677174754,0.00251166190377316
14,0.0217841187935552,15.2586022956952,1.69495960767021,0.00247196368071673
15,0.0214032623448072,14.8397160461175,1.65702332908898,0.00243493345387197
16,0.021076165170951,14.4517602113194,1.6197019233751,0.00240051100195951
17,0.0207936736533222,14.0937877783094,1.58356416611458,0.00236860585410298
18,0.0205485375662336,13.7643682703749,1.54897533988261,0.00233910545637374
19,0.0203349287806063,13.4617849290033,1.51615170834264,0.00231188241030105
20,0.0201481046043672,13.1841759764808,1.48520165043992,0.00228680045803255
21,0.0199841652664274,12.9296343021472,1.45615671031184,0.00226371927989812
22,0.0198398723758099,12.6962713443243,1.42899443117157,0.00224249785255841
23,0.0197125206748783,12.4822679701708,1.40365607048679,0.00222299757747352
24,0.0195998330750283,12.2858987431328,1.38005903245315,0.00220508400038627
25,0.0194998819116806,12.1055492315778,1.35810629500153,0.00218862828318711
26,0.0194110280100899,11.9397238467053,1.33769319635876,0.00217350809715549
27,0.0193318714723066,11.7870478310678,1.31871230081936,0.00215960823651254
28,0.0192612109420341,11.6462650653166,1.30105681005703,0.00214682081903832
29,0.0191980139662229,11.5162333132397,1.28462290374397,0.00213504547914031
30,0.0191413884926593,11.3959178322712,1.26931128386389,0.00212418917990648
31,0.0190905624942132,11.2843840064551,1.25502812690592,0.00211416606981448
32,0.0190448658621242,11.1807896345089,1.24168561407517,0.00210489718719747
33,0.0190037154769353,11.0843771039974,1.22920214784781,0.0020963101214064
34,0.0189666025340784,10.9944658356763,1.21750235986628,0.00208833865780745
35,0.0189330820702628,10.9104449471181,1.20651695458375,0.00208092237027866
36,0.0189027644194038,10.8317664771946,1.19618246577064,0.00207400626225157
37,0.0188753073990123,10.7579390775874,1.18644094769213,0.00206754034392583
38,0.0188504095648272,10.6885221610025,1.17723962401946,0.00206147925145656
39,0.0188278053527267,10.6231206202323,1.1685305267053,0.00205578190874774
40,0.0188072600279126,10.5613799909434,1.16027012650205,0.00205041114303545
41,0.0187885658517309,10.5029821375423,1.15241897697836,0.00204533338354842
42,0.0187715388707896,10.44764132627,1.14494136583288,0.00204051834605685
43,0.0187560149443965,10.3951007428719,1.13780498828048,0.00203593868970394
44,0.0187418488159082,10.3451293580755,1.13098063911275,0.0020315698608023
45,0.0187289101838158,10.2975191272603,1.12444192367795,0.0020273897028339
46,0.0187170833252164,10.2520825120213,1.1181649946445,0.00202337835480657
47,0.0187062642630528,10.208650266894,1.11212830765301,0.00201951795825747
48,0.0186963599612201,10.167069477597,1.10631239919162,0.00201579249168372
49,0.0186872871227179,10.1272018025134,1.10069968167316,0.00201218760597684
50,0.0186789705748573,10.088921927534,1.09527425942395,0.00200869043290185
