"Time","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi","Sum_Inactive"
0,2.36900516934652,0,0,0,0,2.36900516934652
1,0.00695400138373788,0.141408166916836,2.17531822822959,6.02867073088072e-09,0.00599132927631239,2.32967173183514
2,0.00673858241485439,0.190674801809802,2.12271360692695,2.44997904358202e-06,0.00248541563104024,2.32261485676169
3,0.00648970637826986,0.231294830003095,2.06133826958288,4.12391732719858e-05,0.00205475484744829,2.30121879998497
4,0.00622884509529935,0.265955920274428,1.99252675684606,0.00022444853567179,0.00187578172540928,2.26681175247687
5,0.00597261774706488,0.295358687468631,1.9198030287761,0.000704868758283842,0.00178048213925727,2.22361968488933
6,0.00573465431703392,0.320140257832991,1.84711933341169,0.00161506708870693,0.00172267097719635,2.17633198362762
7,0.00552494058553144,0.340944134737169,1.77820598569918,0.00303024303907937,0.00168478097545095,2.12939008503641
8,0.00534620656221644,0.358393157515273,1.71573943256971,0.00496403746555849,0.00165880142474247,2.0861016355375
9,0.00519703596152643,0.373047719731517,1.66098960669374,0.00738078869241469,0.00164053927525755,2.04825569035446
10,0.00507448438278863,0.385392459684065,1.61418567208861,0.0102115052133948,0.00162757468626183,2.01649169605512
11,0.00497514841452149,0.395837543976527,1.57493825161117,0.0133680412516432,0.00161841013728721,1.99073739539115
12,0.00489567095187309,0.404725564938977,1.5425462749486,0.0167543142391043,0.00161206876601227,1.97053389384457
13,0.0048329700230878,0.412340364028036,1.51619098310902,0.0202747581903444,0.00160788650756996,1.95524696185806
14,0.00478432568226248,0.418915788679301,1.49504841154124,0.0238403469300828,0.00160539666097119,1.94419426949386
15,0.0047473929689004,0.424643799206645,1.47834811464013,0.0273724339249635,0.00160426180829486,1.93671600254894
16,0.00472017994133704,0.429681555248361,1.46539954204293,0.0308047383682897,0.00160423184106189,1.93221024744197
17,0.00470101096088921,0.434157448142257,1.45559985887644,0.0340839072197505,0.00160511710081521,1.93014734230015
18,0.00468848563327339,0.438176184422373,1.44843170842174,0.0371690632411749,0.00160677064889783,1.93007221236745
19,0.00468143863902682,0.441823021562162,1.44345609942173,0.0400307244122441,0.00160907629223318,1.93160036032739
20,0.00467890330220423,0.445167263665937,1.44030343553699,0.0426493968990207,0.00161194038011246,1.93441093978427
21,0.00468007931706528,0.448265155296394,1.43866417585427,0.0450140343728534,0.00161528604921012,1.93823873088979
22,0.00468430427417502,0.451162305494671,1.43827972740362,0.0471205809660919,0.00161904907912472,1.94286596721768
23,0.00469103124246843,0.453895581105526,1.43893486548004,0.0489705172986895,0.00162317511540859,1.94811517024214
24,0.00469980804094789,0.4564947620001,1.44045046141746,0.0505696651357275,0.00162761746525848,1.9538423140595
25,0.00471026095901234,0.458983849150855,1.44267754834686,0.0519271100323228,0.00163233557119673,1.95993110406025
26,0.00472208100106827,0.461382144914581,1.44549223585308,0.053054302355329,0.00163729387744997,1.96628805800151
27,0.00473501251228318,0.463705136157197,1.44879144486096,0.0539643138072015,0.00164246096903923,1.97283836830668
28,0.00474884382645456,0.465965217573364,1.45248933721446,0.054671235227963,0.00164780891844851,1.97952244276069
29,0.00476339951171875,0.468172281189851,1.45651435808884,0.0551896953856572,0.00165331278290304,1.98629304695897
30,0.00477853404413919,0.470334197184908,1.46080678640398,0.0555344830658103,0.00165895020054795,1.99311295089938
31,0.00479412658444744,0.472457206002243,1.46531670741075,0.0557202565711189,0.0016647010905061,1.99995299765907
32,0.00481007669860943,0.474546237223334,1.47000234413449,0.0557613239923386,0.00167054737050091,2.00679052941927
33,0.00482630083293796,0.476605169004546,1.47482867672786,0.0556714829606787,0.00167647275685161,2.01360810228287
34,0.00484272938320861,0.478637038453561,1.4797663092628,0.0554639059379844,0.00168246257918149,2.02039244561673
35,0.00485930438594398,0.480644212717821,1.48479052861094,0.0551510658854141,0.00168850362966037,2.02713361522978
36,0.00487597747403116,0.482628527162771,1.48988053351035,0.0547446895203073,0.00169458400014368,2.0338243116676
37,0.00489270833808423,0.484591396995971,1.49501879495776,0.0542557341889648,0.00170069300083419,2.04045932748162
38,0.00490946333955366,0.486533907674113,1.50019052699474,0.0536943839758429,0.00170682101912405,2.04703510300337
39,0.00492621443425821,0.488456887441361,1.50538324874354,0.0530700583388005,0.00171295944004523,2.05354936839801
40,0.00494293824280438,0.490360965700785,1.51058641979172,0.0523914320386055,0.00171910055588328,2.0600008563298
41,0.00495961531447677,0.492246619625948,1.51579113874433,0.0516664612103013,0.00172523747674186,2.0663890723718
42,0.00497622950111613,0.494114211466285,1.52098988970755,0.0509024158622025,0.00173136407447246,2.07271411061163
43,0.00499276740729828,0.495964018069562,1.52617633228104,0.0501059149349541,0.00173747489642827,2.07897650758929
44,0.00500921795085551,0.497796254311406,1.53134512493588,0.0492829636140932,0.00174356512262684,2.08517712593487
45,0.00502557206152646,0.499611091373977,1.53649177579297,0.0484389922277068,0.00174963049801411,2.09131706195419
46,0.00504182232924359,0.501408671070957,1.54161251853916,0.0475788942659575,0.00175566728019801,2.09739757348552
47,0.00505796271537353,0.503189116874549,1.54670420699728,0.0467070645307142,0.0017616721984229,2.10342002331634
48,0.00507398837265872,0.504952542281143,1.5517642259072,0.0458274359202954,0.00176764240517528,2.10938583488647
49,0.00508989551063507,0.506699057134489,1.5567904146035,0.0449435153920371,0.00177357543866041,2.11529645807932
50,0.00510568116094599,0.508428772265598,1.56178100349268,0.0440584179177681,0.00177946918401735,2.12115334402101
