"Time","HASPINa","PLK1a"
0,0,1.9370979492806
1,0,10.3570596970657
2,0,14.7211202777227
3,0,16.582807634321
4,0,17.2829177227799
5,0,17.5296847814766
6,0,17.6127580124035
7,0,17.6383886052972
8,0,17.6440572287551
9,0,17.6428310835689
10,0,17.6392563647036
11,0,17.6349150204808
12,0,17.6303560869571
13,0,17.6257674601597
14,0,17.6212103627726
15,0,17.6167016365055
16,0,17.6122428145122
17,0,17.6078304625169
18,0,17.6034598730566
19,0,17.5991263700081
20,0,17.594825742065
21,0,17.5905543535799
22,0,17.5863091245689
23,0,17.582087491847
24,0,17.5778873308144
25,0,17.5737068956189
26,0,17.5695447563753
27,0,17.5653997466315
28,0,17.5612709175998
29,0,17.5571574986634
30,0,17.5530588649234
31,0,17.5489745098067
32,0,17.5449040225877
33,0,17.5408470703888
34,0,17.5368033818368
35,0,17.5327727364286
36,0,17.5287549527226
37,0,17.5247498817468
38,0,17.5207573993504
39,0,17.5167774016046
40,0,17.5128097997477
41,0,17.5088545182047
42,0,17.5049114901609
43,0,17.5009806566056
44,0,17.4970619636299
45,0,17.4931553620939
46,0,17.4892608060335
47,0,17.4853782517454
48,0,17.4815076565741
49,0,17.4776489799562
50,0,17.4738021812609
