"Time","pH2A","pH2A_SGO1","pH2A_SGO1_CPCa","pH2A_SGO1_CPCi"
0,0,0,0,0
1,3.64481371284265,4.4774788441784,0.210446804906044,0.141408166916836
2,8.17198582837205,4.50257940647991,0.281553458692481,0.190674801809802
3,11.9169409016589,4.48055091488745,0.338888813129002,0.231294830003095
4,14.9873422911181,4.47474171380608,0.386658550790776,0.265955920274428
5,17.4993172288625,4.48327586353393,0.426076457509348,0.295358687468631
6,19.551578845884,4.50293944241711,0.458236418941814,0.320140257832991
7,21.2263537423964,4.53083461441839,0.48421782218988,0.340944134737169
8,22.5917335339589,4.56451383683336,0.505046996410857,0.358393157515273
9,23.7039219450181,4.60198530841667,0.521637541620142,0.373047719731517
10,24.609192854721,4.64166218690056,0.534772620331179,0.385392459684065
11,25.3455615391967,4.68230132055677,0.545109075264623,0.395837543976527
12,25.9441972510733,4.72294593281194,0.553190071140012,0.404725564938977
13,26.4306182666022,4.7628748881537,0.559460603401855,0.412340364028036
14,26.825682009359,4.80155896883821,0.564282756162547,0.418915788679301
15,27.1464161854346,4.83862381157528,0.567949731309445,0.424643799206645
16,27.4067076489989,4.87381865488383,0.570698066058313,0.429681555248361
17,27.6178707784743,4.90699034367786,0.572717978882859,0.434157448142257
18,27.7891171779469,4.93806179843953,0.574162024698772,0.438176184422373
19,27.9279419570015,4.96701433867913,0.575152243655413,0.441823021562162
20,28.0404394508709,4.9938732677919,0.575786004603414,0.445167263665937
21,28.1315624710192,5.01869612359167,0.576140788201243,0.448265155296394
22,28.2053378110043,5.04156366689325,0.57627811932217,0.451162305494671
23,28.2650335964775,5.0625719285498,0.576246644762109,0.453895581105526
24,28.3133045195478,5.08182671139819,0.576084738896002,0.4564947620001
25,28.3523059394492,5.0994389724302,0.575822552470598,0.458983849150855
26,28.3837875489868,5.11552135842163,0.575483675095051,0.461382144914581
27,28.4091695188217,5.13018559794274,0.575086473117647,0.463705136157197
28,28.4296045491603,5.1435406047604,0.574645167137182,0.465965217573364
29,28.4460282000189,5.15569112558902,0.574170695692968,0.468172281189851
30,28.4591997771173,5.16673682517985,0.573671407516662,0.470334197184908
31,28.4697355670668,5.17677171707642,0.573153615866129,0.472457206002243
32,28.4781357789192,5.18588385354387,0.572622040922608,0.474546237223334
33,28.4848064473081,5.1941552189848,0.572080162635416,0.476605169004546
34,28.4900771598807,5.20166176436257,0.571530501132991,0.478637038453561
35,28.4942155011538,5.20847356414271,0.570974839532545,0.480644212717821
36,28.4974387168157,5.21465503799309,0.570414399940174,0.482628527162771
37,28.4999231913274,5.22026522312726,0.569849982091773,0.484591396995971
38,28.5018121518421,5.2253580859402,0.569282072562693,0.486533907674113
39,28.5032219007812,5.22998284514232,0.568710929874772,0.488456887441361
40,28.5042468844594,5.23418430611033,0.568136650765874,0.490360965700785
41,28.5049637955468,5.23800318327885,0.56755922120768,0.492246619625948
42,28.5054349084339,5.24147642632231,0.566978555611684,0.494114211466285
43,28.5057107850605,5.24463752225343,0.566394526378909,0.495964018069562
44,28.5058324670347,5.24751679027026,0.56580698615404,0.497796254311406
45,28.5058332646116,5.25014165681224,0.565215783925621,0.499611091373977
46,28.5057401982531,5.25253691257616,0.564620776722263,0.501408671070957
47,28.5055751780505,5.25472494987753,0.564021837717863,0.503189116874549
48,28.5053559562734,5.25672598375389,0.563418861446807,0.504952542281143
49,28.5050969043907,5.25855825736749,0.562811766982796,0.506699057134489
50,28.5048096443078,5.26023822629731,0.562200499561681,0.508428772265598
