"Time","HASPINa","HASPINi","PLK1a","PLK1i"
0,0,0,1.9370979492806,17.4338815435254
1,0,0,10.3570596970657,9.01391979574026
2,0,0,14.7211202777227,4.64985921508302
3,0,0,16.582807634321,2.7881718584848
4,0,0,17.2829177227799,2.08806177002615
5,0,0,17.5296847814766,1.84129471132942
6,0,0,17.6127580124035,1.75822148040253
7,0,0,17.6383886052972,1.7325908875088
8,0,0,17.6440572287551,1.72692226405091
9,0,0,17.6428310835689,1.72814840923709
10,0,0,17.6392563647036,1.73172312810237
11,0,0,17.6349150204808,1.73606447232516
12,0,0,17.6303560869571,1.74062340584889
13,0,0,17.6257674601597,1.74521203264688
14,0,0,17.6212103627726,1.74976913003331
15,0,0,17.6167016365055,1.7542778563007
16,0,0,17.6122428145122,1.75873667829373
17,0,0,17.6078304625169,1.76314903028884
18,0,0,17.6034598730566,1.76751961974927
19,0,0,17.5991263700081,1.77185312279841
20,0,0,17.594825742065,1.77615375074097
21,0,0,17.5905543535799,1.78042513922644
22,0,0,17.5863091245689,1.78467036823704
23,0,0,17.582087491847,1.78889200095823
24,0,0,17.5778873308144,1.79309216199142
25,0,0,17.5737068956189,1.79727259718708
26,0,0,17.5695447563753,1.80143473643045
27,0,0,17.5653997466315,1.80557974617487
28,0,0,17.5612709175998,1.8097085752063
29,0,0,17.5571574986634,1.81382199414256
30,0,0,17.5530588649234,1.81792062788232
31,0,0,17.5489745098067,1.82200498299974
32,0,0,17.5449040225877,1.82607547021799
33,0,0,17.5408470703888,1.83013242241738
34,0,0,17.5368033818368,1.83417611096857
35,0,0,17.5327727364286,1.83820675637743
36,0,0,17.5287549527226,1.8422245400845
37,0,0,17.5247498817468,1.84622961105938
38,0,0,17.5207573993504,1.85022209345476
39,0,0,17.5167774016046,1.85420209120106
40,0,0,17.5128097997477,1.85816969305902
41,0,0,17.5088545182047,1.86212497460177
42,0,0,17.5049114901609,1.86606800264482
43,0,0,17.5009806566056,1.86999883620001
44,0,0,17.4970619636299,1.87391752917639
45,0,0,17.4931553620939,1.87782413071301
46,0,0,17.4892608060335,1.881718686773
47,0,0,17.4853782517454,1.8856012410607
48,0,0,17.4815076565741,1.88947183623193
49,0,0,17.4776489799562,1.89333051284973
50,0,0,17.4738021812609,1.89717731154497
