"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi"
0,3.55350775401979,0,0,0,0,2.36900516934652,0,0,0,0
1,0.00943158202272005,1.02060933776631,2.96495667152723,0.205734567744229,0.0083245246009005,0.00633485461534576,0.685250726196651,1.99082581692021,0.138155588056643,0.00559060751423733
2,0.00878248345709202,1.28057598057125,2.37962992107615,0.737049749722787,0.00378671207772633,0.00594080339810485,0.865226919723549,1.60833230496412,0.498275908906105,0.00255892228502854
3,0.00818037455393839,1.4766021010332,1.82582316314297,1.39045948747444,0.00324951524339745,0.00557228906959613,1.00360380585467,1.24172357317874,0.946009644087552,0.00221001032533689
4,0.00765304103943639,1.62768278265092,1.35421225361537,2.0658807558512,0.00304835155856871,0.00524918395847193,1.1123906825181,0.926312967703995,1.41393100764694,0.00208661891319338
5,0.00720994556674795,1.73611867954703,0.9762229092353,2.70651456464659,0.00294211079294242,0.00497921176935104,1.19257810631416,0.67131700495261,1.86269192417478,0.00202701167832383
6,0.00685628468895013,1.80555988090327,0.700152453891718,3.26595722440284,0.00286808498771584,0.00476720007495499,1.2462671785621,0.483880658342914,2.259356012089,0.00198894167406095
7,0.00659142246198288,1.84262756134053,0.522778163675544,3.71521837281755,0.00280626553526213,0.00461389054472367,1.27776785442658,0.363106161962152,2.58263141141595,0.00195885792922967
8,0.00639765106130321,1.85477734325023,0.412126709458477,4.06816659187266,0.002749985224577,0.00450794856868207,1.29209717241585,0.287748458219239,2.84109731894288,0.00193222531892755
9,0.00625574605202309,1.84866057675094,0.341402686740297,4.34704283037786,0.00269704008127428,0.00443666463203114,1.29378814446806,0.239677001691843,3.04956737456658,0.00190754327443058
10,0.00615106413245773,1.82968594613018,0.294711715263943,4.56942013411542,0.00264678535284822,0.00439028515538749,1.28654564031091,0.208076249907879,3.2198916203928,0.00188437959444365
11,0.00607312803558781,1.80205316252713,0.262813385883602,4.74841494232486,0.00259910886848946,0.00436181066315527,1.27325084593412,0.186634371284463,3.36097343406594,0.00186267111430472
12,0.00601455088092793,1.76893206534478,0.240262982059865,4.89379266573091,0.00255405024729963,0.00434630134394269,1.25607795290777,0.171621579045031,3.47946464965114,0.00184246215654193
13,0.00597011898711572,1.73266677174754,0.223788927209398,5.01287436490779,0.00251166190377316,0.00434027060634854,1.23663332616133,0.160791968990888,3.58035721144571,0.00182380789791708
14,0.00593612334160548,1.69495960767021,0.211380679903848,5.11119883491897,0.00247196368071673,0.00434123875226966,1.21608253245826,0.152763159778531,3.66742404335011,0.00180674211835841
15,0.00590989507905065,1.65702332908898,0.201771650000736,5.19299750266528,0.00243493345387197,0.00434742143882246,1.19525582173936,0.146663269737363,3.74353983154168,0.00179126994812683
16,0.00588948927015655,1.6197019233751,0.194142804183281,5.26153320824907,0.00240051100195951,0.00435751732519841,1.17473172403937,0.141927985778436,3.81091229790774,0.00177736997207051
17,0.00587347067390691,1.58356416611458,0.187950410105879,5.31934320068341,0.00236860585410298,0.00437056428180843,1.15490155350141,0.138182379253053,3.87124935843535,0.00176499925453365
18,0.00586076758858569,1.54897533988261,0.182824052830058,5.36841573329737,0.00233910545637374,0.00438584153697474,1.13601861051351,0.135170831343341,3.9258812390473,0.00175409870828293
19,0.00585057125187307,1.51615170834264,0.17850510376124,5.41031975254521,0.00231188241030105,0.0044028025156337,1.11823535176607,0.13271471181528,3.97585043809834,0.0017445979130472
20,0.00584226587915715,1.48520165043992,0.174808834997376,5.44630101878422,0.00228680045803255,0.00442102835301023,1.101631307091,0.130686305217271,4.02197850567438,0.00173641913585122
21,0.00583537907634888,1.45615671031184,0.171600521528854,5.47735443150762,0.00226371927989812,0.00444019505586146,1.0862340480461,0.12899235855657,4.06491628535883,0.00172948057545052
22,0.00582954611435547,1.42899443117157,0.168779992120687,5.50427967140624,0.00224249785255841,0.00446004998626412,1.07203455187913,0.12756344323304,4.10518247823108,0.00172369867655898
23,0.00582448445240919,1.40365607048679,0.166271598660975,5.52772191784414,0.00222299757747352,0.00448039509993135,1.05899906181151,0.126347049867567,4.14319187379815,0.00171899026611297
24,0.00581997442186743,1.38005903245315,0.16401730351359,5.54820511641794,0.00220508400038627,0.00450107431133147,1.04707741114506,0.125302828286625,4.17927825956642,0.00171527379173878
25,0.00581584497635157,1.35810629500153,0.161972006371385,5.566156871094,0.00218862828318711,0.00452196416870242,1.03620931766521,0.124399370220473,4.21371152807652,0.00171247038050445
26,0.00581196301478245,1.33769319635876,0.160100251078793,5.58192803304138,0.00217350809715549,0.00454296687966136,1.02632891877263,0.123611941842823,4.24671106885353,0.00171050451873841
27,0.0058082251134205,1.31871230081936,0.158373875313405,5.59580804368113,0.00215960823651254,0.00456400490864673,1.01736802975953,0.122920865100161,4.27845620295751,0.00170930454343514
28,0.00580455118698016,1.30105681005703,0.156770300881567,5.60803703944181,0.00214682081903832,0.00458501680878957,1.00925843863276,0.122310339661735,4.30909436447502,0.00170880286009542
29,0.00580087958536438,1.28462290374397,0.155271275525801,5.61881539746286,0.00213504547914031,0.00460595399716374,1.00193349241833,0.121767575350255,4.33874751210655,0.0017089361540812
30,0.00579716325940062,1.26931128386389,0.153861932041008,5.62831130413508,0.00212418917990648,0.0046267782282742,0.995329157293385,0.121282142760486,4.36751717754655,0.00170964534221164
31,0.00579336670672031,1.25502812690592,0.152530075576077,5.63666678357321,0.00211416606981448,0.0046474595469693,0.989384687209152,0.1208454807273,4.39548845611843,0.00171087555041472
32,0.00578946362359073,1.24168561407517,0.151265639034106,5.64400249906284,0.00210489718719747,0.00466797471674919,0.984043012721628,0.120450519391084,4.4227331606412,0.00171257598943549
33,0.00578543497409561,1.22920214784781,0.150060261285779,5.65042160495796,0.0020963101214064,0.00468830591938925,0.979250921233685,0.120091387730911,4.44931232957478,0.00171469979178568
34,0.00578126751562683,1.21750235986628,0.148906958979045,5.65601282760221,0.00208833865780745,0.00470843973070329,0.974959097390436,0.119763185553485,4.47527821630432,0.00171720383650338
35,0.00577695256863111,1.20651695458375,0.147799867488034,5.66085296272197,0.00208092237027866,0.00472836627896896,0.971122052499145,0.11946180306551,4.50067588557038,0.00172004853045855
36,0.00577248507100428,1.19618246577064,0.14673403638098,5.66500887925686,0.00207400626225157,0.00474807859048558,0.967697993817101,0.119183778109588,4.52554448280184,0.00172319762148407
37,0.00576786277107186,1.18644094769213,0.145705266207766,5.66853914651382,0.00206754034392583,0.00476757200386648,0.964648647848062,0.118926181912172,4.54991825411894,0.00172661796029163
38,0.00576308568842991,1.17723962401946,0.144709977129806,5.67149536316329,0.00206147925145656,0.00478684377055993,0.961939052890509,0.118686526874909,4.57382737094308,0.00173027928540187
39,0.00575815552580227,1.1685305267053,0.143745103187934,5.6739232369739,0.00205578190874774,0.00480589265921476,0.959537342144751,0.118462692141301,4.59729859239029,0.00173415403574348
40,0.00575307532293833,1.16027012650205,0.14280800622978,5.67586347467838,0.00205041114303545,0.00482471865656578,0.957414518642918,0.118252862819564,4.6203558057026,0.00173821712390968
41,0.00574784911782058,1.15241897697836,0.141896406083271,5.67735250752033,0.00204533338354842,0.00484332273675188,0.955544236566395,0.118055480526235,4.64302046180113,0.00174244576442704
42,0.00574248168288762,1.14494136583288,0.141008322938717,5.67842309768351,0.00204051834605685,0.0048617066619346,0.953902585062354,0.117869202457243,4.66531193536449,0.00174681928718135
43,0.00573697833920791,1.13780498828048,0.140142030268482,5.67910483641557,0.00203593868970394,0.0048798728030667,0.952467884515164,0.117692867827515,4.68724781753411,0.00175131892783103
44,0.00573134478240415,1.13098063911275,0.139296015822022,5.67942456216777,0.0020315698608023,0.00489782400500053,0.951220493215868,0.117525469987959,4.70884415891067,0.0017559277443549
45,0.00572558692477735,1.12444192367795,0.138468949125103,5.67940671086519,0.0020273897028339,0.00491556349847189,0.950142624790432,0.11736613312027,4.73011567089519,0.0017606303698182
46,0.00571971083479906,1.1181649946445,0.137659654697873,5.679073609026,0.00202337835480657,0.00493309479575343,0.949218181182648,0.117214092970774,4.75107589275159,0.00176541295778674
47,0.00571372262434592,1.11212830765301,0.136867089503294,5.67844572273116,0.00201951795825747,0.00495042160682919,0.948432596758128,0.117068680585732,4.77173733204666,0.00177026299955698
48,0.00570762835203176,1.10631239919162,0.136090324143697,5.67754186849161,0.00201579249168372,0.00496754776761216,0.94777269595066,0.116929308701688,4.79211158256275,0.0017751692211221
