"Time","pH3","pH3_CPCa"
0,0,0
1,5.13201215071225e-07,8.97129161042136e-09
2,0.000107959604704792,3.61689516591799e-06
3,0.00126530647700547,6.03989168695132e-05
4,0.00544123666430395,0.000326116843641145
5,0.0144876528643134,0.00101598552627578
6,0.0294261069261462,0.00230929700435042
7,0.0504335919160896,0.00429805497393406
8,0.0770730460889269,0.00698462256191128
9,0.10852386937325,0.0103025951727576
10,0.143751821968113,0.0141418358186448
11,0.181630016563173,0.0183697583503497
12,0.221031439261237,0.022847455048137
13,0.260899938057406,0.0274412460257127
14,0.300299425292695,0.0320303916419412
15,0.338441514707825,0.036511554922109
16,0.374694652751209,0.040800643128771
17,0.408579843429648,0.0448327438063636
18,0.439757715095791,0.0485607877625896
19,0.468011047367777,0.0519534957505084
20,0.493225693669578,0.0549930213617234
21,0.515371599745559,0.0576725430816891
22,0.534485912848171,0.059994080875536
23,0.550656738159907,0.0619663968961627
24,0.564010356618273,0.0636033211326963
25,0.574699946633456,0.0649222810648808
26,0.582896421594608,0.0659431073383552
27,0.588781031006343,0.0666870719477858
28,0.592539521555916,0.0671761314940876
29,0.594357596861533,0.0674323408766165
30,0.59441746787971,0.0674774092515439
31,0.592895312424451,0.0673323736753363
32,0.589959456191434,0.0670173656558664
33,0.585769153813983,0.0665514542414016
34,0.580473816915775,0.0659525459613433
35,0.574212637300528,0.0652373343648431
36,0.56711446592441,0.0644212817912259
37,0.559297909250774,0.0635186282217268
38,0.550871597067392,0.0625424214116127
39,0.541934551859276,0.0615045596660679
40,0.532576648568163,0.0604158457985289
41,0.52287911226202,0.0592860458673277
42,0.512915058186869,0.0581239531876862
43,0.502750035678442,0.0569374529472747
44,0.492442574424558,0.0557335872313221
45,0.4820447271587,0.0545186197240387
46,0.471602586024009,0.053298097348373
47,0.4611567836275,0.0520769101627036
48,0.450742965694701,0.0508593479160429
49,0.440392241313906,0.0496491539896826
50,0.430131601086571,0.0484495755494481
