"Time","CPCa","pH2A_SGO1_CPCa","H3_CPCa","pH3_CPCa","SGO1_CPCa","Sum_Active"
0,3.55350775401979,0,0,0,0,3.55350775401979
1,0.0103476636755033,0.210446804906044,3.236847847452,8.97129161042136e-09,0.00891917851241198,3.46656150351725
2,0.00994732567087388,0.281553458692481,3.13330017947375,3.61689516591799e-06,0.00367368641466844,3.42847826714694
3,0.00950439092622329,0.338888813129002,3.0184809055549,6.03989168695132e-05,0.00301476986178654,3.36994927838878
4,0.00905094350381412,0.386658550790776,2.89454834942983,0.000326116843641145,0.002731825408027,3.29331578597609
5,0.00861114248317519,0.426076457509348,2.76679428781197,0.00101598552627578,0.00257385695649385,3.20507173028727
6,0.00820422660971434,0.458236418941814,2.64099731395443,0.00230929700435042,0.00247190187239637,3.1122191583827
7,0.00784376882452772,0.48421782218988,2.52247092700616,0.00429805497393406,0.00239974520923201,3.02123031820373
8,0.00753274756122283,0.505046996410857,2.41489556376851,0.00698462256191128,0.00234544066332889,2.93680537096583
9,0.00726823401559333,0.521637541620142,2.31986954849345,0.0103025951727576,0.00230274464969992,2.86138066395165
10,0.00704522032245359,0.534772620331179,2.23748346671503,0.0141418358186448,0.00226806228037454,2.79571120546768
11,0.00685816545668304,0.545109075264623,2.1669546026232,0.0183697583503497,0.00223917472060993,2.73953077641547
12,0.00670171259561852,0.553190071140012,2.10708016623296,0.022847455048137,0.00221463802566383,2.69203404304239
13,0.00657100273432293,0.559460603401855,2.05651927746602,0.0274412460257127,0.00219347210630456,2.65218560173422
14,0.00646178364457442,0.564282756162547,2.01395323563226,0.0320303916419412,0.00217498817098022,2.6189031552523
15,0.00637041343158591,0.567949731309445,1.97816649584725,0.036511554922109,0.0021586872292963,2.59115688273968
16,0.00629381575405211,0.570698066058313,1.94808058397951,0.040800643128771,0.00214419778251583,2.56801730670316
17,0.00622941590460469,0.572717978882859,1.92276147091091,0.0448327438063636,0.00213123616068393,2.54867284566542
18,0.00617507235505347,0.574162024698772,1.90141290205088,0.0485607877625896,0.00211958052383368,2.53243036739113
19,0.00612901138588719,0.575152243655413,1.88336322757014,0.0519534957505084,0.00210905344362036,2.51870703180557
20,0.00608976841407825,0.575786004603414,1.86805006819924,0.0549930213617234,0.0020995100625496,2.50701837264101
21,0.00605613659319739,0.576140788201243,1.85500489370479,0.0576725430816891,0.00209082987127348,2.49696519145219
22,0.00602712180063191,0.57627811932217,1.84383830650664,0.059994080875536,0.00208291081656215,2.48822053932154
23,0.00600190717655627,0.576246644762109,1.83422788002529,0.0619663968961627,0.00207566541366951,2.48051849427379
24,0.00597982080531955,0.576084738896002,1.82590666131618,0.0636033211326963,0.00206901764559877,2.47364355979579
25,0.00596031023896552,0.575822552470598,1.81865383141389,0.0649222810648808,0.00206290083715464,2.46742187602549
26,0.00594292117041579,0.575483675095051,1.81228675328942,0.0659431073383552,0.00205725606947774,2.46171371296272
27,0.00592727980852154,0.575086473117647,1.80665433577258,0.0666870719477858,0.00205203097140254,2.45640719161794
28,0.00591307847025256,0.574645167137182,1.80163150485643,0.0671761314940876,0.00204717879181135,2.45141306074977
29,0.00590006368323297,0.574170695692968,1.79711464283527,0.0674323408766165,0.0020426576721357,2.44666040076022
30,0.00588802649836492,0.573671407516662,1.79301782492611,0.0674774092515439,0.0020384300530759,2.44209309824575
31,0.00587679451718706,0.573153615866129,1.78926971807435,0.0673323736753363,0.0020344622182198,2.43766696435122
32,0.00586622540630021,0.572622040922608,1.78581103586588,0.0670173656558664,0.00203072385795531,2.43334739170861
33,0.00585620157520948,0.572080162635416,1.78259244247641,0.0665514542414016,0.00202718774548671,2.42910744867392
34,0.00584662573249658,0.571530501132991,1.77957283715997,0.0659525459613433,0.00202382943545055,2.42492633942226
35,0.00583741745846936,0.570974839532545,1.77671793609566,0.0652373343648431,0.00202062700164378,2.42078815445316
36,0.00582851010586105,0.570414399940174,1.77399911393736,0.0644212817912259,0.00201756077217576,2.4166808665468
37,0.00581984854882646,0.569849982091773,1.77139244750024,0.0635186282217268,0.00201461316587924,2.41259551952844
38,0.00581138712371265,0.569282072562693,1.76887792761152,0.0625424214116127,0.0020117684545572,2.40852557716409
39,0.00580308801899418,0.568710929874772,1.76643880919707,0.0615045596660679,0.00200901261599657,2.4044663993729
40,0.00579491994227145,0.568136650765874,1.76406107414864,0.0604158457985289,0.00200633316508275,2.4004148238204
41,0.00578685703518852,0.56755922120768,1.7617329872087,0.0592860458673277,0.00200371900082118,2.39636883031971
42,0.00577887794633346,0.566978555611684,1.75944472689994,0.0581239531876862,0.00200116029244997,2.39232727393809
43,0.00577096507429529,0.566394526378909,1.75718807973058,0.0569374529472747,0.00199864833425076,2.38828967246531
44,0.00576310393834551,0.56580698615404,1.75495618558708,0.0557335872313221,0.00199617545664626,2.38425603836743
45,0.00575528269947846,0.565215783925621,1.75274332360472,0.0545186197240387,0.0019937349107616,2.38022674486462
46,0.0057474917181841,0.564620776722263,1.75054473494709,0.053298097348373,0.0019913207752709,2.37620242151118
47,0.00573972313653645,0.564021837717863,1.74835647452748,0.0520769101627036,0.00198892787997979,2.37218387342456
48,0.00573197061615078,0.563418861446807,1.74617528504447,0.0508593479160429,0.00198655172180969,2.36817201674528
49,0.00572422916918737,0.562811766982796,1.74399849100929,0.0496491539896826,0.00198418840101966,2.36416782955198
50,0.0057164948129119,0.562200499561681,1.74182391112339,0.0484495755494481,0.00198183455182412,2.36017231559925
