"Time","CPCi","pH2A_SGO1_CPCi","H3_CPCi","pH3_CPCi","SGO1_CPCi","Sum_Inactive"
0,2.36900516934652,0,0,0,0,2.36900516934652
1,0.00633485461534576,0.685250726196651,1.99082581692021,0.138155588056643,0.00559060751423733,2.82615759330309
2,0.00594080339810485,0.865226919723549,1.60833230496412,0.498275908906105,0.00255892228502854,2.98033485927691
3,0.00557228906959613,1.00360380585467,1.24172357317874,0.946009644087552,0.00221001032533689,3.19911932251589
4,0.00524918395847193,1.1123906825181,0.926312967703995,1.41393100764694,0.00208661891319338,3.4599704607407
5,0.00497921176935104,1.19257810631416,0.67131700495261,1.86269192417478,0.00202701167832383,3.73359325888923
6,0.00476720007495499,1.2462671785621,0.483880658342914,2.259356012089,0.00198894167406095,3.99625999074303
7,0.00461389054472367,1.27776785442658,0.363106161962152,2.58263141141595,0.00195885792922967,4.23007817627864
8,0.00450794856868207,1.29209717241585,0.287748458219239,2.84109731894288,0.00193222531892755,4.42738312346558
9,0.00443666463203114,1.29378814446806,0.239677001691843,3.04956737456658,0.00190754327443058,4.58937672863295
10,0.00439028515538749,1.28654564031091,0.208076249907879,3.2198916203928,0.00188437959444365,4.72078817536142
11,0.00436181066315527,1.27325084593412,0.186634371284463,3.36097343406594,0.00186267111430472,4.82708313306198
12,0.00434630134394269,1.25607795290777,0.171621579045031,3.47946464965114,0.00184246215654193,4.91335294510443
13,0.00434027060634854,1.23663332616133,0.160791968990888,3.58035721144571,0.00182380789791708,4.9839465851022
14,0.00434123875226966,1.21608253245826,0.152763159778531,3.66742404335011,0.00180674211835841,5.04241771645753
15,0.00434742143882246,1.19525582173936,0.146663269737363,3.74353983154168,0.00179126994812683,5.09159761440535
16,0.00435751732519841,1.17473172403937,0.141927985778436,3.81091229790774,0.00177736997207051,5.13370689502282
17,0.00437056428180843,1.15490155350141,0.138182379253053,3.87124935843535,0.00176499925453365,5.17046885472615
18,0.00438584153697474,1.13601861051351,0.135170831343341,3.9258812390473,0.00175409870828293,5.2032106211494
19,0.0044028025156337,1.11823535176607,0.13271471181528,3.97585043809834,0.0017445979130472,5.23294790210838
20,0.00442102835301023,1.101631307091,0.130686305217271,4.02197850567438,0.00173641913585122,5.26045356547151
21,0.00444019505586146,1.0862340480461,0.12899235855657,4.06491628535883,0.00172948057545052,5.28631236759281
22,0.00446004998626412,1.07203455187913,0.12756344323304,4.10518247823108,0.00172369867655898,5.31096422200607
23,0.00448039509993135,1.05899906181151,0.126347049867567,4.14319187379815,0.00171899026611297,5.33473737084327
24,0.00450107431133147,1.04707741114506,0.125302828286625,4.17927825956642,0.00171527379173878,5.35787484710118
25,0.00452196416870242,1.03620931766521,0.124399370220473,4.21371152807652,0.00171247038050445,5.38055465051142
26,0.00454296687966136,1.02632891877263,0.123611941842823,4.24671106885353,0.00171050451873841,5.40290540086739
27,0.00456400490864673,1.01736802975953,0.122920865100161,4.27845620295751,0.00170930454343514,5.42501840726928
28,0.00458501680878957,1.00925843863276,0.122310339661735,4.30909436447502,0.00170880286009542,5.4469569624384
29,0.00460595399716374,1.00193349241833,0.121767575350255,4.33874751210655,0.0017089361540812,5.46876347002638
30,0.0046267782282742,0.995329157293385,0.121282142760486,4.36751717754655,0.00170964534221164,5.49046490117091
31,0.0046474595469693,0.989384687209152,0.1208454807273,4.39548845611843,0.00171087555041472,5.51207695915227
32,0.00466797471674919,0.984043012721628,0.120450519391084,4.4227331606412,0.00171257598943549,5.53360724346009
33,0.00468830591938925,0.979250921233685,0.120091387730911,4.44931232957478,0.00171469979178568,5.55505764425055
34,0.00470843973070329,0.974959097390436,0.119763185553485,4.47527821630432,0.00171720383650338,5.57642614281545
35,0.00472836627896896,0.971122052499145,0.11946180306551,4.50067588557038,0.00172004853045855,5.59770815594446
36,0.00474807859048558,0.967697993817101,0.119183778109588,4.52554448280184,0.00172319762148407,5.61889753094049
37,0.00476757200386648,0.964648647848062,0.118926181912172,4.54991825411894,0.00172661796029163,5.63998727384333
38,0.00478684377055993,0.961939052890509,0.118686526874909,4.57382737094308,0.00173027928540187,5.66097007376446
39,0.00480589265921476,0.959537342144751,0.118462692141301,4.59729859239029,0.00173415403574348,5.6818386733713
40,0.00482471865656578,0.957414518642918,0.118252862819564,4.6203558057026,0.00173821712390968,5.70258612294556
41,0.00484332273675188,0.955544236566395,0.118055480526235,4.64302046180113,0.00174244576442704,5.72320594739494
42,0.0048617066619346,0.953902585062354,0.117869202457243,4.66531193536449,0.00174681928718135,5.7436922488332
43,0.0048798728030667,0.952467884515164,0.117692867827515,4.68724781753411,0.00175131892783103,5.76403976160769
44,0.00489782400500053,0.951220493215868,0.117525469987959,4.70884415891067,0.0017559277443549,5.78424387386385
45,0.00491556349847189,0.950142624790432,0.11736613312027,4.73011567089519,0.0017606303698182,5.80430062267419
46,0.00493309479575343,0.949218181182648,0.117214092970774,4.75107589275159,0.00176541295778674,5.82420667465856
47,0.00495042160682919,0.948432596758128,0.117068680585732,4.77173733204666,0.00177026299955698,5.84395929399691
48,0.00496754776761216,0.94777269595066,0.116929308701688,4.79211158256275,0.0017751692211221,5.86355630420384
49,0.0049844772346453,0.947226561240475,0.116795460198859,4.81220942497923,0.0017801214798678,5.88299604513307
50,0.00500121399913064,0.946783414118873,0.116666678426889,4.83204091239049,0.00178511064473865,5.90227732958012
